"symbol","logFC","P.Value","chr","description"
"Dedd2",0.381313046854291,0.0232,"7","death effector domain-containing DNA binding protein 2"
"Il6ra",-0.381060958481463,0.596,"3","interleukin 6 receptor, alpha"
"Fam135b",-0.380902213624831,0.6236,"15","family with sequence similarity 135, member B"
"Rom1",0.380823733135944,0.21,"19","rod outer segment membrane protein 1"
"Cmklr1",-0.380761585283845,0.4868,"5","chemokine-like receptor 1"
"Enpp2",-0.379634190508509,0.4932,"15","ectonucleotide pyrophosphatase/phosphodiesterase 2"
"Zfp36l1",-0.379478325487499,0.2024,"12","zinc finger protein 36, C3H type-like 1"
"Dock2",-0.379421396534608,0.6184,"11","dedicator of cyto-kinesis 2"
"Amdhd2",0.378943663368609,0.1524,"17","amidohydrolase domain containing 2"
"Dnah5",-0.378818082094432,0.3516,"15","dynein, axonemal, heavy chain 5"
"Rec8",0.378370174965449,0.2816,"14","REC8 meiotic recombination protein"
"Ets1",-0.378196603173754,0.4016,"9","E26 avian leukemia oncogene 1, 5' domain"
"Car12",-0.378186791545121,0.1976,"9","carbonic anhydrase 12"
"Ndst3",-0.377929947687318,0.1012,"3","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3"
"Msrb3",-0.377748339267126,0.376,"10","methionine sulfoxide reductase B3"
"Kit",-0.377581535115288,0.1144,"5","KIT proto-oncogene receptor tyrosine kinase"
"Edem3",-0.377553953731748,0.3392,"1","ER degradation enhancer, mannosidase alpha-like 3"
"Ogn",-0.377504237070003,0.424,"13","osteoglycin"
"Vps13c",-0.377476849766746,0.3556,"9","vacuolar protein sorting 13C"
"Nme2",0.377465887268299,0.3244,"11","NME/NM23 nucleoside diphosphate kinase 2"
"Dpcd",0.377371308448071,0.1824,"19","deleted in primary ciliary dyskinesia"
"Dipk1b",0.376848059410804,0.134,"2","divergent protein kinase domain 1B"
"Lrrk2",-0.376001900263278,0.472,"15","leucine-rich repeat kinase 2"
"Rictor",-0.375885556180029,0.3596,"15","RPTOR independent companion of MTOR, complex 2"
"G2e3",-0.375160418894499,0.2512,"12","G2/M-phase specific E3 ubiquitin ligase"
"Jun",-0.375057771014363,0.0288,"4","jun proto-oncogene"
"Msn",-0.374772923331556,0.0664,"X","moesin"
"Uevld",-0.374632322113333,0.0608,"7","UEV and lactate/malate dehyrogenase domains"
"Ccdc162",0.37458509837447,0.264,"10","coiled-coil domain containing 162"
"Zfp760",-0.374564792027409,0.0336,"17","zinc finger protein 760"
"Lgr4",-0.374535042816103,0.0956,"2","leucine-rich repeat-containing G protein-coupled receptor 4"
"Ddah2",0.374406429807378,0.1332,"17","dimethylarginine dimethylaminohydrolase 2"
"Mrps24",0.37406565724089,0.266,"11","mitochondrial ribosomal protein S24"
"Tmem245",-0.374036472989383,0.5276,"4","transmembrane protein 245"
"Prrc2c",-0.373906897444966,0.4252,"1","proline-rich coiled-coil 2C"
"Gpnmb",-0.373861852881092,0.1568,"6","glycoprotein (transmembrane) nmb"
"Ddr2",-0.373818136429197,0.088,"1","discoidin domain receptor family, member 2"
"Ccn1",-0.373412088508311,0.0852,"3","cellular communication network factor 1"
"Crim1",-0.37337111614392,0.0996,"17","cysteine rich transmembrane BMP regulator 1 (chordin like)"
"Fau",0.37270268321309,0.404,"19","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)"
"Pcdh15",-0.372269131689097,0.43,"10","protocadherin 15"
"Chmp1a",0.371995546037367,0.17,"8","charged multivesicular body protein 1A"
"Ssbp4",0.371954368210234,0.354,"8","single stranded DNA binding protein 4"
"Sema3e",-0.371902275771949,0.4272,"5","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
"Pcdhga12",-0.371896293789577,0.3348,"18","protocadherin gamma subfamily A, 12"
"Naa38",0.371789841264756,0.3036,"11","N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"Mrpl30",0.371673486972176,0.3348,"1","mitochondrial ribosomal protein L30"
"Rnpc3",-0.371532494200778,0.372,"3","RNA-binding region (RNP1, RRM) containing 3"
"Borcs5",0.370663596204418,0.2604,"6","BLOC-1 related complex subunit 5"
"Plpp7",0.370542678741086,0.234,"2","phospholipid phosphatase 7 (inactive)"
"Ndufaf3",0.370448820255598,0.2648,"9","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"Map1lc3a",0.370241595741065,0.312,"2","microtubule-associated protein 1 light chain 3 alpha"
"Pld4",-0.370069250497354,0.3636,"12","phospholipase D family, member 4"
"Syndig1l",0.369731767404965,0.3788,"12","synapse differentiation inducing 1 like"
"Mpst",0.369492000189703,0.1748,"15","mercaptopyruvate sulfurtransferase"
"Ndufa4",0.369178020106682,0.1676,"6","Ndufa4, mitochondrial complex associated"
"4930503L19Rik",-0.369094577172007,0.452,"18","RIKEN cDNA 4930503L19 gene"
"Rpl38",0.369084722023196,0.4648,"11","ribosomal protein L38"
"Ap2s1",0.369019124455039,0.3864,"7","adaptor-related protein complex 2, sigma 1 subunit"
"Rps8",0.368890997015097,0.438,"4","ribosomal protein S8"
"Rps8",0.368890997015097,0.438,"4","ribosomal protein S8"
"Fis1",0.368772777255153,0.3884,"5","fission, mitochondrial 1"
"Manea",-0.368318075069499,0.16,"4","mannosidase, endo-alpha"
"Ccdc3",0.368307973097372,0.0872,"2","coiled-coil domain containing 3"
"Prox1",-0.368213214471337,0.396,"1","prospero homeobox 1"
"Tox",-0.368097591379622,0.4348,"4","thymocyte selection-associated high mobility group box"
"Tbc1d8b",-0.368013896261003,0.3784,"X","TBC1 domain family, member 8B"
"Rpl36",0.367963146436,0.5024,"17","ribosomal protein L36"
"Elf1",-0.36785746929334,0.234,"14","E74 like ETS transcription factor 1"
"Tgfbi",-0.367756723980681,0.356,"13","transforming growth factor, beta induced"
"Ndufb7",0.367232953717343,0.4232,"8","NADH:ubiquinone oxidoreductase subunit B7"
"Iqgap2",-0.367075078300683,0.3656,"13","IQ motif containing GTPase activating protein 2"
"Scn1a",-0.367001037426395,0.2208,"2","sodium channel, voltage-gated, type I, alpha"
"Prxl2b",0.366987282017772,0.2768,"4","peroxiredoxin like 2B"
"Dlk2",0.366913692300428,0.198,"17","delta like non-canonical Notch ligand 2"
"Zfp518a",-0.366878748699384,0.3748,"19","zinc finger protein 518A"
"1110065P20Rik",0.366758025734927,0.262,"4","RIKEN cDNA 1110065P20 gene"
"Cd93",-0.366669367638736,0.4232,"2","CD93 antigen"
"Rhpn2",0.366401264265019,0.0244,"7","rhophilin, Rho GTPase binding protein 2"
"Slc35e4",0.366202209918976,0.0728,"11","solute carrier family 35, member E4"
"Bicd1",-0.365834578480445,0.372,"6","BICD cargo adaptor 1"
"Rps29",0.365293921558435,0.49,"12","ribosomal protein S29"
"Ranbp2",-0.364520086881084,0.5076,"10","RAN binding protein 2"
"Slc4a10",-0.364336604144974,0.5228,"2","solute carrier family 4, sodium bicarbonate cotransporter-like, member 10"
"Gbp7",-0.364185425552716,0.1768,"3","guanylate binding protein 7"
"Jpt1",0.363968568796551,0.2736,"11","Jupiter microtubule associated homolog 1"
"Bmp2k",-0.363825930936078,0.1588,"5","BMP2 inducible kinase"
"Ecm2",-0.363785498611618,0.452,"13","extracellular matrix protein 2, female organ and adipocyte specific"
"Rsbn1l",-0.363738342663977,0.2852,"5","round spermatid basic protein 1-like"
"Zfp207",-0.36344327820085,0.1832,"11","zinc finger protein 207"
"Mdn1",-0.363028914015822,0.3576,"4","midasin AAA ATPase 1"
"Ndufa7",0.362928272061928,0.2852,"17","NADH:ubiquinone oxidoreductase subunit A7"
"Eif4ebp1",0.362704711414321,0.3004,"8","eukaryotic translation initiation factor 4E binding protein 1"
"Lin9",-0.362627015329418,0.33,"1","lin-9 DREAM MuvB core complex component"
"Dgcr6",0.362502793560416,0.4096,"16","DiGeorge syndrome critical region gene 6"
"Slc25a10",0.36235408717936,0.1548,"11","solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10"
"Lnpep",-0.362183092987204,0.6352,"17","leucyl/cystinyl aminopeptidase"
"Smim10l2a",0.362102135538624,0.0432,"X","small integral membrane protein 10 like 2A"
"Nt5dc2",0.362079576050305,0.1424,"14","5'-nucleotidase domain containing 2"
"Filip1l",-0.361861568588826,0.4132,"16","filamin A interacting protein 1-like"
"Rtp4",-0.361855388435355,0.5348,"16","receptor transporter protein 4"
"Thoc2",-0.361840695674035,0.2892,"X","THO complex 2"
"Cisd3",0.361568767455119,0.2608,"11","CDGSH iron sulfur domain 3"
"Vwa5a",-0.361316234239846,0.3644,"9","von Willebrand factor A domain containing 5A"
"Rps15",0.360809502806143,0.5156,"10","ribosomal protein S15"
"Gm867",0.360668033507765,0.3112,"10","predicted gene 867"
"Tmem258",0.360060357527776,0.118,"19","transmembrane protein 258"
"Map3k19",-0.359913518835693,0.2792,"1","mitogen-activated protein kinase kinase kinase 19"
"Rplp0",0.359469082994718,0.3544,"5","ribosomal protein, large, P0"
"Rpl10a",0.359402923363595,0.2872,"17","ribosomal protein L10A"
"Ppp1cc",0.359301882920001,0.0672,"5","protein phosphatase 1 catalytic subunit gamma"
"Ppp1cc",0.359301882920001,0.0672,"5","protein phosphatase 1 catalytic subunit gamma"
"Ppp4c",0.359279782996414,0.1624,"7","protein phosphatase 4, catalytic subunit"
"Tacc3",0.359124790248061,0.044,"5","transforming, acidic coiled-coil containing protein 3"
"Pcolce",-0.358869071494194,0.5192,"5","procollagen C-endopeptidase enhancer protein"
"Slco1c1",-0.358824005228015,0.2044,"6","solute carrier organic anion transporter family, member 1c1"
"Gfm1",-0.358693819509879,0.246,"3","G elongation factor, mitochondrial 1"
"Kmt2e",-0.358616981303052,0.286,"5","lysine (K)-specific methyltransferase 2E"
"Csrnp1",0.358119455531833,0.008,"9","cysteine-serine-rich nuclear protein 1"
"Nudt16l1",0.357980552066353,0.328,"16","nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1"
"Rps5",0.357751404573389,0.4056,"7","ribosomal protein S5"
"H2-T24",-0.357388171438647,0.5308,"17","histocompatibility 2, T region locus 24"
"Epha6",-0.357140960881577,0.5116,"16","Eph receptor A6"
"Rps11",0.357113454516309,0.392,"7","ribosomal protein S11"
"Emcn",0.357015916355298,0.4456,"3","endomucin"
"Rps18",0.356950622500471,0.3516,"17","ribosomal protein S18"
"Atrx",-0.35647515531657,0.488,"X","ATRX, chromatin remodeler"
"Vip",-0.356460218869337,0.074,"10","vasoactive intestinal polypeptide"
"Sult1a1",0.35644301675989,0.258,"7","sulfotransferase family 1A, phenol-preferring, member 1"
"Col5a3",0.356277115607486,0.352,"9","collagen, type V, alpha 3"
"Diaph2",-0.3560540604896,0.3416,"X","diaphanous related formin 2"
"Abhd17a",0.355895644260722,0.3048,"10","abhydrolase domain containing 17A"
"Med12l",-0.355853724896324,0.5792,"3","mediator complex subunit 12-like"
"Snrpg",0.355805655182605,0.4608,"6","small nuclear ribonucleoprotein polypeptide G"
"Adck5",0.355654503139924,0.2264,"15","aarF domain containing kinase 5"
"Pcdhb12",-0.355640669843655,0.3956,"18","protocadherin beta 12"
"Rasgrp3",-0.354912960450182,0.226,"17","RAS, guanyl releasing protein 3"
"Lyst",-0.354887994270206,0.5776,"13","lysosomal trafficking regulator"
"Adamtsl1",-0.354357086501789,0.2412,"4","ADAMTS-like 1"
"Ufc1",0.354325992892415,0.3008,"1","ubiquitin-fold modifier conjugating enzyme 1"
"Rmdn2",-0.354265593619543,0.0872,"17","regulator of microtubule dynamics 2"
"Gcnt4",-0.35393520941958,0.0952,"13","glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"
"N4bp3",0.353440077854835,0.0236,"11","NEDD4 binding protein 3"
"Rpl10",0.353395742553738,0.3784,"X","ribosomal protein L10"
"Gbp3",-0.353368224030491,0.51,"3","guanylate binding protein 3"
"Lzts2",0.353258941629836,0.244,"19","leucine zipper, putative tumor suppressor 2"
"Tmem160",0.352778366901346,0.3668,"7","transmembrane protein 160"
"Tarbp2",0.352709882372702,0.1088,"15","TARBP2, RISC loading complex RNA binding subunit"
"Mrps28",0.352244566166492,0.1136,"3","mitochondrial ribosomal protein S28"
"Fam174c",0.352024409314238,0.4308,"10","family with sequence similarity 174, member C"
"Cd53",-0.351974553375822,0.6312,"3","CD53 antigen"
"Nyap2",-0.351826033816074,0.4268,"1","neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2"
"Chl1",-0.351615605155803,0.38,"6","cell adhesion molecule L1-like"
"Mbp",0.351488090264407,0.4676,"18","myelin basic protein"
"Msrb1",0.351235036258158,0.2916,"17","methionine sulfoxide reductase B1"
"Akap9",-0.351140874785814,0.4792,"5","A kinase (PRKA) anchor protein (yotiao) 9"
"Pstpip2",-0.351081876098346,0.2156,"18","proline-serine-threonine phosphatase-interacting protein 2"
"Atox1",0.351021954586793,0.3388,"11","antioxidant 1 copper chaperone"
"Bbx",-0.350867693288688,0.4076,"16","bobby sox HMG box containing"
"Zfp280d",-0.350720651263034,0.2688,"9","zinc finger protein 280D"
"Nbl1",0.350460851658679,0.202,"4","NBL1, DAN family BMP antagonist"
"Rps23",0.350107233133969,0.3916,"13","ribosomal protein S23"
"Ccnf",0.349677820394828,0.1028,"17","cyclin F"
"Ano3",-0.349614493019608,0.368,"2","anoctamin 3"
"Atp5g1",0.349568920138168,0.3692,"11","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)"
"Scand1",0.349512259910776,0.4536,"2","SCAN domain-containing 1"
"Fgd4",-0.349435569085632,0.4424,"16","FYVE, RhoGEF and PH domain containing 4"
"Ctsh",-0.349401369076737,0.5208,"9","cathepsin H"
"Pih1d1",0.349369913913958,0.2772,"7","PIH1 domain containing 1"
"Elob",0.349221943861457,0.474,"17","elongin B"
"Pon3",-0.348886989123357,0.428,"6","paraoxonase 3"
"Fads6",0.348869310913411,0.54,"11","fatty acid desaturase domain family, member 6"
"Pcdhb5",-0.348499334163709,0.1824,"18","protocadherin beta 5"
"Rab40c",0.348426293035982,0.1448,"17","Rab40C, member RAS oncogene family"
"Xkr4",-0.348343048035464,0.6764,"1","X-linked Kx blood group related 4"
"Grm5",-0.3481785870795,0.318,"7","glutamate receptor, metabotropic 5"
"Slc33a1",-0.347552592349573,0.026,"3","solute carrier family 33 (acetyl-CoA transporter), member 1"
"2810025M15Rik",0.346731927216955,0.2204,"1","RIKEN cDNA 2810025M15 gene"
"Uba52",0.346588255113122,0.4368,"8","ubiquitin A-52 residue ribosomal protein fusion product 1"
"Rpl36al",0.346511865725785,0.3324,"12","ribosomal protein L36A-like"
"Pura",-0.346510553238425,0.452,"18","purine rich element binding protein A"
"Cacna1e",-0.346458461869986,0.6564,"1","calcium channel, voltage-dependent, R type, alpha 1E subunit"
"Cttnbp2",-0.346393156967014,0.2448,"6","cortactin binding protein 2"
"Iigp1",-0.345882002629539,0.3116,"18","interferon inducible GTPase 1"
"Mrpl13",0.345790757433086,0.0932,"15","mitochondrial ribosomal protein L13"
"Dhx9",-0.345701966670019,0.552,"1","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"Ddc",0.34535707227859,0.0108,"11","dopa decarboxylase"
"Rnf213",-0.345325773537714,0.47,"11","ring finger protein 213"
"Ubxn11",0.345270098224236,0.2356,"4","UBX domain protein 11"
"Kcnmb4",0.345196869471732,0.1672,"10","potassium large conductance calcium-activated channel, subfamily M, beta member 4"
"Proser1",-0.344734838666721,0.3956,"3","proline and serine rich 1"
"Psd",0.344734239426154,0.4396,"19","pleckstrin and Sec7 domain containing"
"Pawr",-0.344394139588408,0.1796,"10","PRKC, apoptosis, WT1, regulator"
"St18",-0.344381043958882,0.5528,"1","suppression of tumorigenicity 18"
"Tysnd1",0.344097060493803,0.3512,"10","trypsin domain containing 1"
"Prpf4b",-0.343596634636896,0.486,"13","pre-mRNA processing factor 4B"
"Dact2",0.343253771646615,0.0276,"17","dishevelled-binding antagonist of beta-catenin 2"
"Nme3",0.343239212744094,0.274,"17","NME/NM23 nucleoside diphosphate kinase 3"
"Mtg2",0.342820241609001,0.078,"2","mitochondrial ribosome associated GTPase 2"
"Adam8",-0.342749003355318,0.228,"7","a disintegrin and metallopeptidase domain 8"
"Zeb2",-0.342724905141145,0.3384,"2","zinc finger E-box binding homeobox 2"
"Crebbp",-0.34247072000276,0.4472,"16","CREB binding protein"
"Ftx",-0.341874928290252,0.3472,"X","Ftx transcript, Xist regulator (non-protein coding)"
"Pclo",-0.341856758091835,0.4392,"5","piccolo (presynaptic cytomatrix protein)"
"Sh3bp2",0.34184576777622,0.0548,"5","SH3-domain binding protein 2"
"Enho",0.341830962673237,0.3668,"4","energy homeostasis associated"
"Rpl6",0.341465588473464,0.396,"5","ribosomal protein L6"
"Drd1",-0.341356502335174,0.102,"13","dopamine receptor D1"
"Slc52a2",0.341304571632723,0.0264,"15","solute carrier protein 52, member 2"
"Rhbdl1",0.341299681725856,0.1436,"17","rhomboid like 1"
"Limd2",0.340859553056638,0.3132,"11","LIM domain containing 2"
"Spata13",-0.340746721961589,0.378,"14","spermatogenesis associated 13"
"Cdh6",-0.34051186586566,0.3412,"15","cadherin 6"
"Ankhd1",-0.340310510188983,0.4348,"18","ankyrin repeat and KH domain containing 1"
"Col1a1",-0.340224001721073,0.2952,"11","collagen, type I, alpha 1"
"Nr2f2",-0.340053268898509,0.1912,"7","nuclear receptor subfamily 2, group F, member 2"
"Fpgt",-0.339451864472998,0.1528,"3","fucose-1-phosphate guanylyltransferase"
"Tmem256",0.33930308835251,0.446,"11","transmembrane protein 256"
"4921524J17Rik",-0.339124721070736,0.3096,"8","RIKEN cDNA 4921524J17 gene"
"Mvb12a",0.339014089562253,0.202,"8","multivesicular body subunit 12A"
"Fbxo2",0.338985318268747,0.3104,"4","F-box protein 2"
"Sncaip",-0.338980328123183,0.0464,"18","synuclein, alpha interacting protein (synphilin)"
"Rxfp1",-0.338886495418733,0.6912,"3","relaxin/insulin-like family peptide receptor 1"
"Pcdhga2",-0.33857891944083,0.4772,"18","protocadherin gamma subfamily A, 2"
"Mrps18a",0.338555180276894,0.2116,"17","mitochondrial ribosomal protein S18A"
"Col25a1",-0.338187244525025,0.4084,"3","collagen, type XXV, alpha 1"
"Tmem9",0.338138540904005,0.092,"1","transmembrane protein 9"
"Tgfbr1",-0.338109401218579,0.4688,"4","transforming growth factor, beta receptor I"
"Tmx3",-0.338101735007379,0.1696,"18","thioredoxin-related transmembrane protein 3"
"Bola2",0.337943771597258,0.4804,"7","bolA-like 2 (E. coli)"
"Atp2b1",-0.337804352059281,0.2416,"10","ATPase, Ca++ transporting, plasma membrane 1"
"Cxcl12",-0.337756661359337,0.2832,"6","chemokine (C-X-C motif) ligand 12"
"Armc6",0.337739479663793,0.0672,"8","armadillo repeat containing 6"
"Psmb3",0.337624439730257,0.3516,"11","proteasome (prosome, macropain) subunit, beta type 3"
"Sdhaf4",0.337508049061256,0.1288,"1","succinate dehydrogenase complex assembly factor 4"
"Gjb2",-0.337375861050521,0.4056,"14","gap junction protein, beta 2"
"Atp7a",-0.337322849684223,0.2616,"X","ATPase, Cu++ transporting, alpha polypeptide"
"Glt8d2",-0.33727801740581,0.2484,"10","glycosyltransferase 8 domain containing 2"
"Slc17a6",-0.337000680981105,0.5184,"7","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"
"Ndufs7",0.336993652709284,0.366,"10","NADH:ubiquinone oxidoreductase core subunit S7"
"Perp",0.336329985599602,0.5004,"10","PERP, TP53 apoptosis effector"
"Ptprz1",-0.3362265503562,0.0236,"6","protein tyrosine phosphatase, receptor type Z, polypeptide 1"
"Plekhg4",0.336172272684739,0.6336,"8","pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
"Ndufa11",0.336073577830866,0.3492,"17","NADH:ubiquinone oxidoreductase subunit A11"
"Timm8b",0.335822362955913,0.2916,"9","translocase of inner mitochondrial membrane 8B"
"Paxx",0.335702489947013,0.3112,"2","non-homologous end joining factor"
"Sgms1",-0.335552952722046,0.4016,"19","sphingomyelin synthase 1"
"Rasl10b",0.33554385516404,0.3568,"11","RAS-like, family 10, member B"
"Col8a1",-0.335287133863525,0.7228,"16","collagen, type VIII, alpha 1"
"Nfatc1",-0.334750232885781,0.2792,"18","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
