"symbol","logFC","P.Value","chr","description"
"Efr3a",0.0126361753616635,0.8148,"15","EFR3 homolog A"
"Cdkn2aipnl",-0.0126347572752072,0.8934,"11","CDKN2A interacting protein N-terminal like"
"Gabrg2",0.0126219643062395,0.9098,"11","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2"
"Epn2",0.0126218448753024,0.7294,"11","epsin 2"
"AA986860",-0.0126174601967859,0.8934,"1","expressed sequence AA986860"
"Psap",0.0126062660476602,0.8138,"10","prosaposin"
"Smarcad1",-0.0125934652168356,0.9418,"6","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"Gpr180",-0.0125910410831969,0.8472,"14","G protein-coupled receptor 180"
"Aig1",-0.0125699937595503,0.8378,"10","androgen-induced 1"
"Fam50a",0.0125585068269061,0.9054,"X","family with sequence similarity 50, member A"
"Ldah",-0.0125577072568541,0.7818,"12","lipid droplet associated hydrolase"
"Mertk",0.0125543585473347,0.9174,"2","MER proto-oncogene tyrosine kinase"
"Hsdl2",-0.0125517299382816,0.8434,"4","hydroxysteroid dehydrogenase like 2"
"Gls",-0.0125415568967195,0.8682,"1","glutaminase"
"Cep104",-0.0125405032498502,0.9116,"4","centrosomal protein 104"
"Cdyl2",-0.012540144651723,0.87,"8","chromodomain protein, Y chromosome-like 2"
"Pold1",-0.0125289958993005,0.8872,"7","polymerase (DNA directed), delta 1, catalytic subunit"
"Mia3",0.0125289726486146,0.8694,"1","MIA SH3 domain ER export factor 3"
"Tmem14a",-0.0125133365773902,0.8874,"1","transmembrane protein 14A"
"Crip2",-0.0125083256516909,0.8964,"12","cysteine rich protein 2"
"Tfrc",0.0125079723799431,0.8786,"16","transferrin receptor"
"Tmem38b",0.0125029530975271,0.8942,"4","transmembrane protein 38B"
"Ift52",-0.0124954120213321,0.8038,"2","intraflagellar transport 52"
"Zbtb11",0.0124862474611902,0.9336,"16","zinc finger and BTB domain containing 11"
"Uhrf2",-0.0124808594062742,0.9086,"19","ubiquitin-like, containing PHD and RING finger domains 2"
"Plekhh2",-0.0124718220815385,0.9144,"17","pleckstrin homology domain containing, family H (with MyTH4 domain) member 2"
"Zfp113",-0.0124690470561135,0.8422,"5","zinc finger protein 113"
"Ckap5",-0.0124636556787427,0.8062,"2","cytoskeleton associated protein 5"
"Slc1a1",0.0124634323721509,0.7258,"19","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
"Npas1",0.0124612669987307,0.899,"7","neuronal PAS domain protein 1"
"Asb6",-0.0124566368096728,0.826,"2","ankyrin repeat and SOCS box-containing 6"
"Eif1ax",0.0124525433678393,0.7906,"X","eukaryotic translation initiation factor 1A, X-linked"
"Dis3",0.0124520505477661,0.9224,"14","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"Pes1",0.0124515089678638,0.8264,"11","pescadillo ribosomal biogenesis factor 1"
"Rbm39",-0.0124444372498251,0.8542,"2","RNA binding motif protein 39"
"Trpc1",0.0124431770205264,0.927,"9","transient receptor potential cation channel, subfamily C, member 1"
"Oprl1",0.0124428745223577,0.8928,"2","opioid receptor-like 1"
"Mxi1",0.0124365317884552,0.841,"19","MAX interactor 1, dimerization protein"
"Rbbp6",-0.0124345112035193,0.8746,"7","retinoblastoma binding protein 6, ubiquitin ligase"
"Ankrd33b",-0.0124319388885263,0.908,"15","ankyrin repeat domain 33B"
"Leprot",-0.0124307254358182,0.829,"4","leptin receptor overlapping transcript"
"Tmem170b",0.0124286340400186,0.8484,"13","transmembrane protein 170B"
"Nectin4",0.0124172720025064,0.908,"1","nectin cell adhesion molecule 4"
"Exoc3",0.0124153158746241,0.8126,"13","exocyst complex component 3"
"Drosha",-0.0124127276180674,0.8178,"15","drosha, ribonuclease type III"
"Tmem158",0.0124025508872272,0.9076,"9","transmembrane protein 158"
"Zfp607b",-0.0124012997200706,0.8702,"7","zinc finger protein 607B"
"Trim23",-0.0123999935607708,0.9476,"13","tripartite motif-containing 23"
"Ctdspl2",0.012385515012034,0.9132,"2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2"
"Ninj1",-0.012383708269823,0.9242,"13","ninjurin 1"
"Gpbp1",0.0123765605008961,0.7172,"13","GC-rich promoter binding protein 1"
"Aplp2",0.0123727280191943,0.737,"9","amyloid beta (A4) precursor-like protein 2"
"Efcab14",-0.0123667827044311,0.861,"4","EF-hand calcium binding domain 14"
"Mrpl42",0.0123653070796825,0.9078,"10","mitochondrial ribosomal protein L42"
"Stmn3",0.0123651207421425,0.9046,"2","stathmin-like 3"
"Exosc4",-0.0123611919966189,0.9146,"15","exosome component 4"
"Icam5",-0.0123582017893753,0.886,"9","intercellular adhesion molecule 5, telencephalin"
"Arhgap42",-0.0123560499461344,0.8914,"9","Rho GTPase activating protein 42"
"Tnpo3",-0.0123407019506319,0.8278,"6","transportin 3"
"Rab22a",-0.012337896721248,0.7888,"2","RAB22A, member RAS oncogene family"
"Snca",0.0123365861272813,0.8906,"6","synuclein, alpha"
"Aco1",-0.0123305842892307,0.7604,"4","aconitase 1"
"Nsd1",0.0123206494571626,0.8516,"13","nuclear receptor-binding SET-domain protein 1"
"Atg5",-0.0123175085002707,0.8736,"10","autophagy related 5"
"Aldh6a1",-0.0123157901413249,0.7762,"12","aldehyde dehydrogenase family 6, subfamily A1"
"Fbxo4",-0.0123065418456618,0.8696,"15","F-box protein 4"
"Camsap2",0.0122976237929038,0.913,"1","calmodulin regulated spectrin-associated protein family, member 2"
"Akirin2",0.0122932828929656,0.8452,"4","akirin 2"
"Emx2",0.0122900843500764,0.8752,"19","empty spiracles homeobox 2"
"Ctso",-0.0122840075856878,0.8426,"3","cathepsin O"
"Atp6ap1",-0.0122773409576347,0.7606,"X","ATPase, H+ transporting, lysosomal accessory protein 1"
"Mdm4",-0.01227370044057,0.913,"1","transformed mouse 3T3 cell double minute 4"
"Chmp4b",0.0122666712158379,0.8616,"2","charged multivesicular body protein 4B"
"Zfp738",-0.0122615740544796,0.9256,"13","zinc finger protein 738"
"Ankrd63",-0.0122614372455407,0.9228,"2","ankyrin repeat domain 63"
"Arfgef1",0.0122495460665855,0.913,"1","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)"
"Smarce1",-0.0122444353350568,0.8258,"11","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
"Bend3",-0.0122440420565835,0.8774,"10","BEN domain containing 3"
"Zfyve9",0.0122366048956559,0.7914,"4","zinc finger, FYVE domain containing 9"
"Arf1",-0.0122349856772868,0.8164,"11","ADP-ribosylation factor 1"
"Bdp1",-0.0122338679076464,0.9326,"13","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
"Zcchc8",-0.0122216968657289,0.8572,"5","zinc finger, CCHC domain containing 8"
"Notch1",0.0122192196968953,0.925,"2","notch 1"
"Atp1b3",-0.0122120596841508,0.8748,"9","ATPase, Na+/K+ transporting, beta 3 polypeptide"
"Ints7",-0.0122050059944092,0.8712,"1","integrator complex subunit 7"
"Sh3tc2",-0.0122002215398243,0.9426,"18","SH3 domain and tetratricopeptide repeats 2"
"Il34",0.0121990458205268,0.8582,"8","interleukin 34"
"Dpp9",-0.0121917411527557,0.8108,"17","dipeptidylpeptidase 9"
"Frmd4a",0.0121828736101888,0.9162,"2","FERM domain containing 4A"
"Arih2",-0.0121682244612717,0.7478,"9","ariadne RBR E3 ubiquitin protein ligase 2"
"Ezh1",-0.0121653724241799,0.7558,"11","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"Mapk6",-0.0121600293965791,0.8944,"9","mitogen-activated protein kinase 6"
"Abhd12",0.0121535137265649,0.8804,"2","abhydrolase domain containing 12"
"Egfr",-0.0121517309013028,0.9246,"11","epidermal growth factor receptor"
"Nlgn1",0.0121471263544644,0.9154,"3","neuroligin 1"
"Oplah",-0.0121466805418988,0.8316,"15","5-oxoprolinase (ATP-hydrolysing)"
"Stk32a",-0.0121460850738371,0.9576,"18","serine/threonine kinase 32A"
"Tmem169",-0.0121421538977255,0.9184,"1","transmembrane protein 169"
"Samd4",-0.0121367648632855,0.9176,"14","sterile alpha motif domain containing 4"
"Dzip3",0.0121339828394325,0.9166,"16","DAZ interacting protein 3, zinc finger"
"Gatc",-0.0121108011111044,0.798,"5","glutamyl-tRNA(Gln) amidotransferase, subunit C"
"Gm15501",-0.0121068344565762,0.9382,"7","predicted pseudogene 15501"
"Efnb3",-0.012100031216371,0.8684,"11","ephrin B3"
"Mast3",0.0120995984824717,0.8592,"8","microtubule associated serine/threonine kinase 3"
"Prdm2",0.0120973053573996,0.8162,"4","PR domain containing 2, with ZNF domain"
"Shisa5",-0.0120744880930292,0.8292,"9","shisa family member 5"
"Impact",-0.0120727530568203,0.7644,"18","impact, RWD domain protein"
"Rabl3",-0.0120593347143432,0.858,"16","RAB, member RAS oncogene family-like 3"
"Ache",0.0120564979253004,0.799,"5","acetylcholinesterase"
"Chrnb2",0.0120561863629192,0.863,"3","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)"
"Lingo1",0.0120526158310348,0.8424,"9","leucine rich repeat and Ig domain containing 1"
"Mospd3",-0.0120519985592207,0.9312,"5","motile sperm domain containing 3"
"Slc35e3",-0.012043746344145,0.761,"10","solute carrier family 35, member E3"
"Arhgef6",0.0120427068589244,0.9152,"X","Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6"
"Zdhhc24",0.012035866234795,0.8314,"19","zinc finger, DHHC domain containing 24"
"Fkbp4",0.0120326046841432,0.8834,"6","FK506 binding protein 4"
"Gm14326",0.0120313594522927,0.9098,"2","predicted gene 14326"
"Gm14326",0.0120313594522927,0.9098,"2","predicted gene 14326"
"Cdk5rap2",-0.0120280777297124,0.8796,"4","CDK5 regulatory subunit associated protein 2"
"Atxn10",0.0120251852458289,0.8468,"15","ataxin 10"
"Naa50",0.0120079697306004,0.8016,"16","N(alpha)-acetyltransferase 50, NatE catalytic subunit"
"Slc20a1",-0.0120063363400957,0.84,"2","solute carrier family 20, member 1"
"Dnajc8",0.012001463741826,0.8522,"4","DnaJ heat shock protein family (Hsp40) member C8"
"Fundc1",0.0119992626361434,0.8362,"X","FUN14 domain containing 1"
"Eif4a2",-0.0119928638445685,0.9112,"16","eukaryotic translation initiation factor 4A2"
"Galc",-0.0119885522626628,0.8446,"12","galactosylceramidase"
"Ccdc171",0.0119871889187313,0.9416,"4","coiled-coil domain containing 171"
"Exosc9",-0.0119853339841089,0.8502,"3","exosome component 9"
"Nceh1",0.0119790098615145,0.8702,"3","neutral cholesterol ester hydrolase 1"
"Srpr",-0.0119769224386808,0.8318,"9","signal recognition particle receptor ('docking protein')"
"Mapkapk2",-0.0119738082744467,0.855,"1","MAP kinase-activated protein kinase 2"
"Cox18",0.0119531648652589,0.8848,"5","cytochrome c oxidase assembly protein 18"
"Mtch2",0.0119484887880388,0.774,"2","mitochondrial carrier 2"
"Prpf6",0.0119433527507722,0.7654,"2","pre-mRNA splicing factor 6"
"Trmt12",-0.0119422705143202,0.8774,"15","tRNA methyltransferase 12"
"Myo9b",-0.0119372939171409,0.9332,"8","myosin IXb"
"Nt5c2",0.0119335035217851,0.7944,"19","5'-nucleotidase, cytosolic II"
"Dpy30",0.0119287332024753,0.8818,"17","dpy-30, histone methyltransferase complex regulatory subunit"
"Mex3d",0.0119268625685462,0.831,"10","mex3 RNA binding family member D"
"Map4",-0.011924023099068,0.8046,"9","microtubule-associated protein 4"
"Smg6",-0.0119225096192386,0.7852,"11","SMG6 nonsense mediated mRNA decay factor"
"Gpr155",-0.0119154577491809,0.8706,"2","G protein-coupled receptor 155"
"Zmym4",0.0119152171756722,0.821,"4","zinc finger, MYM-type 4"
"Txnrd1",0.0119038960327602,0.7806,"10","thioredoxin reductase 1"
"Cldn10",0.0118997811813655,0.8952,"14","claudin 10"
"Psmc2",0.011896488521554,0.8392,"5","proteasome (prosome, macropain) 26S subunit, ATPase 2"
"Ctsc",-0.0118962580385262,0.9494,"7","cathepsin C"
"Fto",0.0118895629303601,0.761,"8","fat mass and obesity associated"
"Ppm1a",0.0118890166650187,0.8058,"12","protein phosphatase 1A, magnesium dependent, alpha isoform"
"Vti1b",0.0118884915529307,0.886,"12","vesicle transport through interaction with t-SNAREs 1B"
"Trim68",0.0118825532896492,0.931,"7","tripartite motif-containing 68"
"Nfyb",0.0118748823366195,0.8654,"10","nuclear transcription factor-Y beta"
"Snx9",-0.0118693535432941,0.8148,"17","sorting nexin 9"
"Ssr4",0.0118685918675956,0.866,"X","signal sequence receptor, delta"
"Il1rapl1",-0.0118677572145822,0.9156,"X","interleukin 1 receptor accessory protein-like 1"
"Zfp654",0.011867018955189,0.8932,"16","zinc finger protein 654"
"Ajap1",-0.0118652347447386,0.8016,"4","adherens junction associated protein 1"
"Rassf5",0.0118590463180137,0.8398,"1","Ras association (RalGDS/AF-6) domain family member 5"
"Wwp2",0.01185655204395,0.8514,"8","WW domain containing E3 ubiquitin protein ligase 2"
"Sem1",-0.0118531915213573,0.9008,"6","SEM1, 26S proteasome complex subunit"
"Tmem59",0.0118524560209305,0.847,"4","transmembrane protein 59"
"Gnas",0.0118500343995063,0.8734,"2","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"Prdm10",-0.0118485672430193,0.903,"9","PR domain containing 10"
"Spag1",0.0118464037547712,0.9192,"15","sperm associated antigen 1"
"Egfl7",0.0118266282214456,0.9114,"2","EGF-like domain 7"
"Cmpk2",-0.0118248274646109,0.8666,"12","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
"Zdhhc21",-0.0118231413575485,0.8632,"4","zinc finger, DHHC domain containing 21"
"Sfxn5",-0.0118174664676935,0.9154,"6","sideroflexin 5"
"Rbm15b",0.0118131414300375,0.8266,"9","RNA binding motif protein 15B"
"Lca5",0.0118127987952157,0.9356,"9","Leber congenital amaurosis 5 (human)"
"Fam219b",0.0118013777380863,0.843,"9","family with sequence similarity 219, member B"
"Ogg1",0.0117968282363612,0.9204,"6","8-oxoguanine DNA-glycosylase 1"
"Araf",-0.0117887507172361,0.8888,"X","Araf proto-oncogene, serine/threonine kinase"
"Ccz1",-0.0117843088652592,0.8104,"5","CCZ1 vacuolar protein trafficking and biogenesis associated"
"Eapp",0.0117744813649185,0.8334,"12","E2F-associated phosphoprotein"
"Pofut2",-0.0117679231503667,0.8834,"10","protein O-fucosyltransferase 2"
"Utp25",0.0117640489164499,0.8798,"1","UTP25 small subunit processome component"
"Zfp146",0.0117520436764504,0.7514,"7","zinc finger protein 146"
"Fech",0.0117486102951858,0.806,"18","ferrochelatase"
"Acer3",0.0117455025262365,0.8654,"7","alkaline ceramidase 3"
"Oard1",0.0117439486612958,0.8798,"17","O-acyl-ADP-ribose deacylase 1"
"Sned1",0.0117311753751279,0.9632,"1","sushi, nidogen and EGF-like domains 1"
"Sae1",0.0117277332999697,0.8326,"7","SUMO1 activating enzyme subunit 1"
"Ptgs2",0.011720189599405,0.9492,"1","prostaglandin-endoperoxide synthase 2"
"Psme3",0.0117112977142142,0.8012,"11","proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)"
"Ercc2",0.0116937046955217,0.8886,"7","excision repair cross-complementing rodent repair deficiency, complementation group 2"
"Fam76b",0.0116879401393506,0.9106,"9","family with sequence similarity 76, member B"
"Got1",-0.0116814217304944,0.8092,"19","glutamic-oxaloacetic transaminase 1, soluble"
"Rccd1",-0.0116811754239396,0.9332,"7","RCC1 domain containing 1"
"Tmem121",0.0116771294213764,0.9094,"12","transmembrane protein 121"
"Dusp15",0.0116769072849014,0.9162,"2","dual specificity phosphatase-like 15"
"C630043F03Rik",0.0116761367807445,0.8336,"4","RIKEN cDNA C630043F03 gene"
"Tshz3",-0.0116393600093385,0.8854,"7","teashirt zinc finger family member 3"
"Psen1",-0.0116386743780357,0.7742,"12","presenilin 1"
"Pcsk4",-0.0116275591922448,0.9512,"10","proprotein convertase subtilisin/kexin type 4"
"Tln2",-0.011593478106728,0.8454,"9","talin 2"
"Sf3b2",0.0115875407131441,0.6698,"19","splicing factor 3b, subunit 2"
"Haus1",0.0115757001180712,0.8652,"18","HAUS augmin-like complex, subunit 1"
"Ttll3",0.0115697102840926,0.9362,"6","tubulin tyrosine ligase-like family, member 3"
"Trip4",0.0115681978834763,0.8236,"9","thyroid hormone receptor interactor 4"
"Slc25a38",-0.0115679340294381,0.8978,"9","solute carrier family 25, member 38"
"Tank",0.0115652534490955,0.9276,"2","TRAF family member-associated Nf-kappa B activator"
"Mrtfa",0.0115639847901976,0.8152,"15","myocardin related transcription factor A"
"Sv2a",0.0115542424159187,0.8106,"3","synaptic vesicle glycoprotein 2 a"
"Adamtsl2",-0.011548673755271,0.9196,"2","ADAMTS-like 2"
"Rcan1",0.0115455525971484,0.8804,"16","regulator of calcineurin 1"
"4933427D14Rik",0.0115440100548749,0.9212,"11","RIKEN cDNA 4933427D14 gene"
"4933427D14Rik",0.0115440100548749,0.9212,"11","RIKEN cDNA 4933427D14 gene"
"4933427D14Rik",0.0115440100548749,0.9212,"11","RIKEN cDNA 4933427D14 gene"
"Atp9b",0.0115397160954807,0.8616,"18","ATPase, class II, type 9B"
"1500009L16Rik",0.0114888880632091,0.8906,"10","RIKEN cDNA 1500009L16 gene"
"Lemd3",-0.011480121362923,0.9054,"10","LEM domain containing 3"
"Man1b1",0.0114676903354587,0.8054,"2","mannosidase, alpha, class 1B, member 1"
"Zfp369",-0.0114635138374086,0.9712,"13","zinc finger protein 369"
"Usp40",-0.0114622129753448,0.9198,"1","ubiquitin specific peptidase 40"
"Frzb",0.0114491271853598,0.8946,"2","frizzled-related protein"
"Ap4b1",-0.011447883696829,0.8832,"3","adaptor-related protein complex AP-4, beta 1"
"Plcb1",-0.0114472077672367,0.9278,"2","phospholipase C, beta 1"
"Cdh10",0.0114468899738887,0.9134,"15","cadherin 10"
"Stxbp5l",0.0114464967167365,0.925,"16","syntaxin binding protein 5-like"
"Slc25a46",0.0114409535949358,0.8872,"18","solute carrier family 25, member 46"
"Ldlrap1",0.0114400817214879,0.9306,"4","low density lipoprotein receptor adaptor protein 1"
"Cyp4f17",0.0114370948278135,0.9466,"17","cytochrome P450, family 4, subfamily f, polypeptide 17"
"Abhd3",-0.0114303324833704,0.8844,"18","abhydrolase domain containing 3"
"Ddhd1",0.0114166167328422,0.8534,"14","DDHD domain containing 1"
"Mfap3l",0.0113999033488508,0.8254,"8","microfibrillar-associated protein 3-like"
"Spin2c",-0.011394513234829,0.9148,"X","spindlin family, member 2C"
"Zmym2",-0.0113885461474412,0.9302,"14","zinc finger, MYM-type 2"
"Zfp106",0.0113875901339853,0.8352,"2","zinc finger protein 106"
"Fnbp4",0.0113796736096479,0.9292,"2","formin binding protein 4"
"Nhlrc1",-0.0113750851412857,0.8644,"13","NHL repeat containing 1"
"Pdlim5",0.011366636505044,0.8778,"3","PDZ and LIM domain 5"
"Ncf1",-0.0113642473010325,0.9622,"5","neutrophil cytosolic factor 1"
"Pgrmc1",-0.0113615958703397,0.8266,"X","progesterone receptor membrane component 1"
"Rimklb",0.0113603141686198,0.8288,"6","ribosomal modification protein rimK-like family member B"
"Klhdc2",-0.0113510052047125,0.9262,"12","kelch domain containing 2"
"Akap1",0.0113505766228359,0.7458,"11","A kinase (PRKA) anchor protein 1"
"Snap25",-0.0113485701441167,0.9208,"2","synaptosomal-associated protein 25"
"Cnst",-0.0113351032543667,0.866,"1","consortin, connexin sorting protein"
"Zfp94",0.0113313797158003,0.839,"7","zinc finger protein 94"
"Cox17",0.0113309947345543,0.9108,"16","cytochrome c oxidase assembly protein 17, copper chaperone"
"Zbtb17",0.011326514240352,0.8264,"4","zinc finger and BTB domain containing 17"
"Cd81",0.0113186047216622,0.8734,"7","CD81 antigen"
"Pianp",0.0113182760230437,0.9152,"6","PILR alpha associated neural protein"
"Actr8",-0.011316127875812,0.7936,"14","ARP8 actin-related protein 8"
"Thpo",0.0113103247814985,0.9552,"16","thrombopoietin"
"Uqcc1",-0.0113085006767557,0.8052,"2","ubiquinol-cytochrome c reductase complex assembly factor 1"
"Sar1b",0.011297054760667,0.8484,"11","secretion associated Ras related GTPase 1B"
"Mrpl53",0.011294138833625,0.9186,"6","mitochondrial ribosomal protein L53"
"Ppil1",0.0112940863502766,0.9084,"17","peptidylprolyl isomerase (cyclophilin)-like 1"
"Shc3",0.0112901920609243,0.8736,"13","src homology 2 domain-containing transforming protein C3"
"Krcc1",-0.011287587045798,0.9142,"6","lysine-rich coiled-coil 1"
"Cpt1a",-0.0112832250360615,0.8826,"19","carnitine palmitoyltransferase 1a, liver"
"Capn7",0.0112807419437644,0.8774,"14","calpain 7"
"Kcns2",0.0112751749843865,0.9032,"15","K+ voltage-gated channel, subfamily S, 2"
"Gak",-0.0112745131303136,0.7242,"5","cyclin G associated kinase"
"Ngef",0.0112699354494055,0.8944,"1","neuronal guanine nucleotide exchange factor"
"Nucb2",-0.0112694676657097,0.8576,"7","nucleobindin 2"
"Serinc1",-0.011266497281694,0.9216,"10","serine incorporator 1"
"Fkbp1a",-0.0112527778068845,0.888,"2","FK506 binding protein 1a"
"Ift172",0.0112437747740364,0.9058,"5","intraflagellar transport 172"
"Sdcbp",-0.0112428767078727,0.9222,"4","syndecan binding protein"
"Tbc1d30",0.0112390528854345,0.8874,"10","TBC1 domain family, member 30"
"Insm1",0.0112113759134749,0.9098,"2","insulinoma-associated 1"
"Slc22a15",0.0112044473109028,0.9148,"3","solute carrier family 22 (organic anion/cation transporter), member 15"
"Pcdh20",-0.0112016757741857,0.9588,"14","protocadherin 20"
"Wdr19",0.0112009711318102,0.9162,"5","WD repeat domain 19"
"Szrd1",0.0112003473714672,0.899,"4","SUZ RNA binding domain containing 1"
"Snrnp40",-0.0111959536780235,0.8818,"4","small nuclear ribonucleoprotein 40 (U5)"
"Far1",0.0111880616131081,0.9108,"7","fatty acyl CoA reductase 1"
"Nrn1",0.0111877099853199,0.9286,"13","neuritin 1"
"Otub2",-0.0111847849318378,0.839,"12","OTU domain, ubiquitin aldehyde binding 2"
"Tada2b",0.0111845613726107,0.8178,"5","transcriptional adaptor 2B"
"Eya3",0.0111829455325649,0.8328,"4","EYA transcriptional coactivator and phosphatase 3"
"Zfp37",0.0111823343445154,0.9164,"4","zinc finger protein 37"
"Afdn",-0.0111822266701695,0.908,"17","afadin, adherens junction formation factor"
"Ier3ip1",0.0111817714925451,0.8506,"18","immediate early response 3 interacting protein 1"
"Gosr2",0.0111772289061607,0.81,"11","golgi SNAP receptor complex member 2"
"Ptrh2",0.0111520414094288,0.8674,"11","peptidyl-tRNA hydrolase 2"
"Qrich1",0.011144674884159,0.8412,"9","glutamine-rich 1"
"Ezr",0.0111428323783294,0.8258,"17","ezrin"
"Top2b",0.0111426935350458,0.9122,"14","topoisomerase (DNA) II beta"
"Mzt2",0.0111309522936818,0.9284,"16","mitotic spindle organizing protein 2"
"Pde6d",0.0111265621990357,0.9114,"1","phosphodiesterase 6D, cGMP-specific, rod, delta"
"Mis12",-0.0111182587950527,0.8508,"11","MIS12 kinetochore complex component"
"Lrrc40",0.0111151906147677,0.8102,"3","leucine rich repeat containing 40"
"Ybx3",-0.0111107084755417,0.8632,"6","Y box protein 3"
"Dbnl",-0.0111099744837322,0.7552,"11","drebrin-like"
"Tmem30a",-0.0111044341845803,0.942,"9","transmembrane protein 30A"
"Rbm38",-0.0110944898774497,0.912,"2","RNA binding motif protein 38"
"Tmf1",-0.0110808289691837,0.9636,"6","TATA element modulatory factor 1"
"Tmem198b",-0.0110767880208482,0.9282,"10","transmembrane protein 198b"
"Dynlrb2",-0.0110754634071655,0.976,"8","dynein light chain roadblock-type 2"
"Tmem29",0.0110750430080508,0.882,"X","transmembrane protein 29"
"Hax1",0.0110697099715606,0.885,"3","HCLS1 associated X-1"
"Acat1",0.0110664068906532,0.7504,"9","acetyl-Coenzyme A acetyltransferase 1"
"Lig3",0.0110583684904615,0.8958,"11","ligase III, DNA, ATP-dependent"
"Nhsl1",0.0110520814760555,0.7998,"10","NHS-like 1"
"Ccnd2",-0.0110393877142556,0.873,"6","cyclin D2"
"Mycbpap",-0.0110358575882421,0.9682,"11","MYCBP associated protein"
"Golga5",-0.0110317618956826,0.7376,"12","golgi autoantigen, golgin subfamily a, 5"
"Mkrn1",0.0110294557143762,0.784,"6","makorin, ring finger protein, 1"
"Rbmxl1",0.0110289208826133,0.8316,"8","RNA binding motif protein, X-linked like-1"
"Ggact",0.0110287517767969,0.9166,"14","gamma-glutamylamine cyclotransferase"
"Garem1",0.0110276867382666,0.9484,"18","GRB2 associated regulator of MAPK1 subtype 1"
"Ttc33",0.0110262361303963,0.8676,"15","tetratricopeptide repeat domain 33"
"Atxn1",-0.0110227929585847,0.8562,"13","ataxin 1"
"Dnajb1",0.0110186648437853,0.9024,"8","DnaJ heat shock protein family (Hsp40) member B1"
"St3gal4",-0.0110184320521931,0.8686,"9","ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
"Dapk3",0.011014723771237,0.925,"10","death-associated protein kinase 3"
"Rnf130",0.0110139954310648,0.7882,"11","ring finger protein 130"
"Hat1",-0.0110112073806019,0.8726,"2","histone aminotransferase 1"
"Zfp109",-0.0110073914789059,0.9628,"7","zinc finger protein 109"
"Tmem86b",0.011000254608077,0.9612,"7","transmembrane protein 86B"
"Eci2",0.0109946544579778,0.8772,"13","enoyl-Coenzyme A delta isomerase 2"
"Polr3k",0.0109848156264043,0.7958,"2","polymerase (RNA) III (DNA directed) polypeptide K"
"Mief1",0.0109845244277,0.7948,"15","mitochondrial elongation factor 1"
"Brf2",-0.0109813711768503,0.8318,"8","BRF2, RNA polymerase III transcription initiation factor 50kDa subunit"
"Nme7",0.0109803775109731,0.8684,"1","NME/NM23 family member 7"
"H3f3b",0.0109715311700969,0.8536,"11","H3.3 histone B"
"Fance",-0.0109451687642244,0.91,"17","Fanconi anemia, complementation group E"
"Gda",0.0109436878964466,0.8794,"19","guanine deaminase"
"Mlf2",0.0109435838469309,0.841,"6","myeloid leukemia factor 2"
"AI504432",0.0109358353860642,0.9312,"3","expressed sequence AI504432"
"Akr1e1",0.0109302293885092,0.878,"13","aldo-keto reductase family 1, member E1"
"Ociad2",0.0109292655503896,0.838,"5","OCIA domain containing 2"
"Tmem185b",-0.0109287494543677,0.9108,"1","transmembrane protein 185B"
"Adprm",0.0109253497879367,0.8454,"11","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
"Scoc",-0.0109218625823679,0.9038,"8","short coiled-coil protein"
"Ndel1",0.0109207297009775,0.8474,"11","nudE neurodevelopment protein 1 like 1"
"Malsu1",0.0109154524140229,0.8996,"6","mitochondrial assembly of ribosomal large subunit 1"
"Nfix",0.0109072142828488,0.8792,"8","nuclear factor I/X"
"Ildr2",-0.0109053445709559,0.8532,"1","immunoglobulin-like domain containing receptor 2"
"Mlec",0.0109044251717823,0.8354,"5","malectin"
"Gars",-0.0109002703012262,0.8176,"6","glycyl-tRNA synthetase"
"E2f6",0.0108976464025323,0.8148,"12","E2F transcription factor 6"
"Terf2ip",-0.0108911817708162,0.832,"8","telomeric repeat binding factor 2, interacting protein"
"Pbrm1",-0.0108910130873463,0.9088,"14","polybromo 1"
"Hsph1",0.0108889030323081,0.8716,"5","heat shock 105kDa/110kDa protein 1"
"Ibtk",0.0108817580206244,0.887,"9","inhibitor of Bruton agammaglobulinemia tyrosine kinase"
"Ppm1e",0.0108748795171802,0.9108,"11","protein phosphatase 1E (PP2C domain containing)"
"Ttc30b",0.0108730310003429,0.9114,"2","tetratricopeptide repeat domain 30B"
"Srprb",0.0108629071959809,0.8644,"9","signal recognition particle receptor, B subunit"
