"symbol","logFC","P.Value","chr","description"
"Fgf5",0.150595749325689,0.5276,"5","fibroblast growth factor 5"
"Cep63",0.150578720995698,0.2008,"9","centrosomal protein 63"
"Plekhg2",-0.150571737118291,0.5612,"7","pleckstrin homology domain containing, family G (with RhoGef domain) member 2"
"Lurap1l",0.150476444880292,0.3592,"4","leucine rich adaptor protein 1-like"
"Cul4a",-0.150472326753119,0.2684,"8","cullin 4A"
"Svil",-0.150446066607632,0.0716,"18","supervillin"
"Zswim3",-0.15042349661978,0.2024,"2","zinc finger SWIM-type containing 3"
"Epha7",0.150382396666069,0.0796,"4","Eph receptor A7"
"Bex1",0.150349128757861,0.4216,"X","brain expressed X-linked 1"
"Sf3b1",0.150332171386981,0.3976,"1","splicing factor 3b, subunit 1"
"Ssb",0.150258867463503,0.218,"2","small RNA binding exonuclease protection factor La"
"Tnks",-0.150248179252169,0.5404,"8","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
"Gmppa",0.150246795014149,0.3624,"1","GDP-mannose pyrophosphorylase A"
"Amn1",-0.15023482880082,0.402,"6","antagonist of mitotic exit network 1"
"Cux2",-0.150230790291904,0.2624,"5","cut-like homeobox 2"
"Mdm1",0.150141197843899,0.666,"10","transformed mouse 3T3 cell double minute 1"
"Ank1",-0.150125640471605,0.354,"8","ankyrin 1, erythroid"
"Sytl5",-0.150031550108976,0.372,"X","synaptotagmin-like 5"
"Apol8",0.150010403333502,0.5188,"15","apolipoprotein L 8"
"Qpct",0.149956120454268,0.5792,"17","glutaminyl-peptide cyclotransferase (glutaminyl cyclase)"
"Uba5",0.149947806513075,0.0148,"9","ubiquitin-like modifier activating enzyme 5"
"Ppp1r1a",0.149937795321809,0.458,"15","protein phosphatase 1, regulatory inhibitor subunit 1A"
"9330102E08Rik",0.149905380513914,0.2844,"6","RIKEN cDNA 9330102E08 gene"
"Pxylp1",0.149888463874608,0.0908,"9","2-phosphoxylose phosphatase 1"
"Terf1",0.149785592709279,0.4312,"1","telomeric repeat binding factor 1"
"Sra1",0.149747772756813,0.1104,"18","steroid receptor RNA activator 1"
"Zfp945",0.149638526858776,0.6624,"17","zinc finger protein 945"
"Id1",-0.149595740495782,0.594,"2","inhibitor of DNA binding 1, HLH protein"
"S100b",0.149582301994269,0.384,"10","S100 protein, beta polypeptide, neural"
"Naa40",0.149510095921549,0.4088,"19","N(alpha)-acetyltransferase 40, NatD catalytic subunit"
"Ankrd34b",-0.149470559715542,0.416,"13","ankyrin repeat domain 34B"
"Zfp160",0.149406143496057,0.448,"17","zinc finger protein 160"
"1700086L19Rik",0.149348097931763,0.4256,"12","RIKEN cDNA 1700086L19 gene"
"Kirrel",-0.149331817366981,0.4068,"3","kirre like nephrin family adhesion molecule 1"
"Nfkb1",0.149323111079478,0.2644,"3","nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105"
"Tma7",0.149189134494498,0.43,"9","translational machinery associated 7"
"Tma7",0.149189134494498,0.43,"9","translational machinery associated 7"
"Vwa5b2",0.149181454362266,0.5196,"16","von Willebrand factor A domain containing 5B2"
"Timm44",0.149148697152639,0.2488,"8","translocase of inner mitochondrial membrane 44"
"Phlda1",-0.149070221482049,0.1372,"10","pleckstrin homology like domain, family A, member 1"
"Ago4",0.149037869378354,0.3316,"4","argonaute RISC catalytic subunit 4"
"Arrb2",0.149006331377402,0.1752,"11","arrestin, beta 2"
"Med27",0.148885448570929,0.5084,"2","mediator complex subunit 27"
"Adamtsl5",0.148855102609397,0.4564,"10","ADAMTS-like 5"
"Sp3os",0.14883958173269,0.1668,"2","trans-acting transcription factor 3, opposite strand"
"AU022252",-0.148831781469921,0.2124,"4","expressed sequence AU022252"
"Slc7a10",0.148793649507643,0.6176,"7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
"Stk36",0.148751686470392,0.6888,"1","serine/threonine kinase 36"
"Sbno2",0.148745752513941,0.5548,"10","strawberry notch 2"
"Ptpmt1",0.148650628114336,0.3072,"2","protein tyrosine phosphatase, mitochondrial 1"
"Zfp507",-0.148605841505359,0.4028,"7","zinc finger protein 507"
"Rbm17",0.14859005179168,0.0208,"2","RNA binding motif protein 17"
"Camk2n1",0.148589283147595,0.2808,"4","calcium/calmodulin-dependent protein kinase II inhibitor 1"
"Srsf3",0.148561320161636,0.044,"17","serine and arginine-rich splicing factor 3"
"Sall1",-0.148553237965277,0.272,"8","spalt like transcription factor 1"
"Fastkd1",0.148520887354447,0.348,"2","FAST kinase domains 1"
"Rfng",0.148479781923432,0.2296,"11","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"Crym",-0.148397509404131,0.3996,"7","crystallin, mu"
"Dzip1",0.148344326749711,0.4844,"14","DAZ interacting protein 1"
"Mrpl45",0.148291061270328,0.1752,"11","mitochondrial ribosomal protein L45"
"Skp2",0.148256223310427,0.5512,"15","S-phase kinase-associated protein 2"
"Eln",-0.148255299795456,0.5624,"5","elastin"
"Psma5",0.1482496534221,0.1784,"3","proteasome subunit alpha 5"
"Aup1",0.148245378124339,0.352,"6","ancient ubiquitous protein 1"
"Mtr",-0.148208155025284,0.6624,"13","5-methyltetrahydrofolate-homocysteine methyltransferase"
"Vwa1",-0.148177426135143,0.322,"4","von Willebrand factor A domain containing 1"
"Apcdd1",-0.148169050585033,0.1968,"18","adenomatosis polyposis coli down-regulated 1"
"Pik3r4",-0.148162832568793,0.0108,"9","phosphoinositide-3-kinase regulatory subunit 4"
"Nalcn",-0.14813464784714,0.3856,"14","sodium leak channel, non-selective"
"Wdr6",-0.148118992050126,0.106,"9","WD repeat domain 6"
"Tmem181a",-0.148089950008819,0.4128,"17","transmembrane protein 181A"
"Gm14827",0.148068691973966,0.6944,"X","predicted gene 14827"
"Izumo4",0.148033629710282,0.2636,"10","IZUMO family member 4"
"Medag",0.14797374528896,0.5964,"5","mesenteric estrogen dependent adipogenesis"
"Wdfy2",-0.147911995851002,0.674,"14","WD repeat and FYVE domain containing 2"
"Uevld",0.1479026546467,0.464,"7","UEV and lactate/malate dehyrogenase domains"
"Arv1",0.147844542945667,0.4712,"8","ARV1 homolog, fatty acid homeostasis modulator"
"Amacr",0.147726451263564,0.5292,"15","alpha-methylacyl-CoA racemase"
"Sec22a",-0.147705042638291,0.0864,"16","SEC22 homolog A, vesicle trafficking protein"
"Tigar",-0.147703533947077,0.1656,"6","Trp53 induced glycolysis regulatory phosphatase"
"Hif3a",-0.147681428495761,0.7148,"7","hypoxia inducible factor 3, alpha subunit"
"Mcm6",0.147674439181285,0.1348,"1","minichromosome maintenance complex component 6"
"Rpl10",0.14767402036207,0.3224,"X","ribosomal protein L10"
"Rrnad1",0.147635386113664,0.4576,"3","ribosomal RNA adenine dimethylase domain containing 1"
"Hddc3",0.147584854631345,0.258,"7","HD domain containing 3"
"Pdp2",0.147560785716486,0.2588,"8","pyruvate dehydrogenase phosphatase catalytic subunit 2"
"9430015G10Rik",0.147529975639833,0.3488,"4","RIKEN cDNA 9430015G10 gene"
"Gm5124",-0.147528674958252,0.4048,"X","predicted pseudogene 5124"
"Cryl1",-0.147485209613914,0.2664,"14","crystallin, lambda 1"
"Parp12",-0.14740105172137,0.2936,"6","poly (ADP-ribose) polymerase family, member 12"
"Dnah5",-0.147398014765343,0.4436,"15","dynein, axonemal, heavy chain 5"
"Gab2",-0.147359247293688,0.3416,"7","growth factor receptor bound protein 2-associated protein 2"
"Kitl",-0.147343886049604,0.3964,"10","kit ligand"
"Cdk4",0.147288037815248,0.1336,"10","cyclin-dependent kinase 4"
"Grin3a",-0.147283944944056,0.2564,"4","glutamate receptor ionotropic, NMDA3A"
"Brms1",0.147147372886818,0.18,"19","breast cancer metastasis-suppressor 1"
"Pdgfra",-0.147145749608714,0.4608,"5","platelet derived growth factor receptor, alpha polypeptide"
"Cyp1b1",-0.147062095204961,0.6332,"17","cytochrome P450, family 1, subfamily b, polypeptide 1"
"Gpr25",0.147047144463955,0.4804,"1","G protein-coupled receptor 25"
"Tmem179b",-0.14704418765886,0.4104,"19","transmembrane protein 179B"
"Trim13",-0.146978169923088,0.4268,"14","tripartite motif-containing 13"
"Nfrkb",0.14696178789834,0.428,"9","nuclear factor related to kappa B binding protein"
"Dynlrb1",0.146938968504587,0.4116,"2","dynein light chain roadblock-type 1"
"Xkr6",0.146901251792484,0.7244,"14","X-linked Kx blood group related 6"
"Slc6a17",-0.146891539626102,0.0588,"3","solute carrier family 6 (neurotransmitter transporter), member 17"
"Malt1",0.146843902662768,0.726,"18","MALT1 paracaspase"
"Vgf",-0.146794708926806,0.2052,"5","VGF nerve growth factor inducible"
"Jagn1",0.146791391450894,0.216,"6","jagunal homolog 1"
"Tmem145",0.146628872098932,0.534,"7","transmembrane protein 145"
"Banp",0.146621464051782,0.1664,"8","BTG3 associated nuclear protein"
"Fnbp1l",-0.146444836232877,0.5804,"3","formin binding protein 1-like"
"Hypk",0.146434965873016,0.308,"2","huntingtin interacting protein K"
"Dcun1d5",0.146434944328135,0.1264,"9","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)"
"Klhl32",0.146399452379753,0.4396,"4","kelch-like 32"
"Ccdc153",-0.146387964353957,0.6932,"9","coiled-coil domain containing 153"
"Firre",0.146351945032127,0.6232,"X","functional intergenic repeating RNA element"
"Flywch2",0.14635041796392,0.5604,"17","FLYWCH family member 2"
"Rps6ka1",-0.146316530931639,0.2888,"4","ribosomal protein S6 kinase polypeptide 1"
"Pakap",-0.146279786078196,0.3564,"4","paralemmin A kinase anchor protein"
"Pakap",-0.146279786078196,0.3564,"4","paralemmin A kinase anchor protein"
"Pakap",-0.146279786078196,0.3564,"4","paralemmin A kinase anchor protein"
"Dpm3",0.146259876632635,0.3376,"3","dolichyl-phosphate mannosyltransferase polypeptide 3"
"Ccdc177",-0.146245856166457,0.258,"12","coiled-coil domain containing 177"
"Resf1",-0.146243214460247,0.3064,"6","retroelement silencing factor 1"
"Gpr17",-0.146232671587561,0.3556,"18","G protein-coupled receptor 17"
"Taf12",0.146229173780395,0.1952,"4","TATA-box binding protein associated factor 12"
"Cyp27a1",0.14612981786782,0.5464,"1","cytochrome P450, family 27, subfamily a, polypeptide 1"
"Oaf",0.146106434309298,0.314,"9","out at first homolog"
"1700016K19Rik",-0.14609973265749,0.6388,"11","RIKEN cDNA 1700016K19 gene"
"Maml1",-0.146061455885985,0.2488,"11","mastermind like transcriptional coactivator 1"
"Clic1",-0.145997348186111,0.6132,"17","chloride intracellular channel 1"
"Zfp954",0.145914736549575,0.1544,"7","zinc finger protein 954"
"Selenbp1",-0.14591354927395,0.37,"3","selenium binding protein 1"
"Stag1",0.145901710068773,0.3704,"9","stromal antigen 1"
"Ltbp1",0.145830017899981,0.2312,"17","latent transforming growth factor beta binding protein 1"
"Lxn",0.145811245281032,0.1636,"3","latexin"
"Rad1",0.145739704850826,0.508,"15","RAD1 checkpoint DNA exonuclease"
"Npy1r",0.145712668046965,0.2148,"8","neuropeptide Y receptor Y1"
"Marchf7",0.145706576302343,0.5056,"2","membrane associated ring-CH-type finger 7"
"Chka",0.145682772626231,0.24,"19","choline kinase alpha"
"Gas6",-0.145632609198747,0.3856,"8","growth arrest specific 6"
"Slk",-0.145614890091892,0.2844,"19","STE20-like kinase"
"Scn2a",-0.145587526356673,0.2864,"2","sodium channel, voltage-gated, type II, alpha"
"Mlx",0.145583665801416,0.1292,"11","MAX-like protein X"
"Cpsf1",0.145564883125905,0.4492,"15","cleavage and polyadenylation specific factor 1"
"Ddb1",-0.145558615354904,0.1336,"19","damage specific DNA binding protein 1"
"Mthfd2l",0.145536803761918,0.3172,"5","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like"
"Pxmp2",0.145439643180756,0.3188,"5","peroxisomal membrane protein 2"
"Fam184a",0.145407319306402,0.3924,"10","family with sequence similarity 184, member A"
"Gmip",0.145388341065385,0.6292,"8","Gem-interacting protein"
"1700030J22Rik",-0.14538698298281,0.4576,"8","RIKEN cDNA 1700030J22 gene"
"Bmpr1b",0.145318040005079,0.1576,"3","bone morphogenetic protein receptor, type 1B"
"Bbip1",0.145246866631031,0.0548,"19","BBSome interacting protein 1"
"Apaf1",-0.145165734495707,0.2568,"10","apoptotic peptidase activating factor 1"
"9130401M01Rik",0.145137746029211,0.256,"15","RIKEN cDNA 9130401M01 gene"
"Rps21",0.14510116955228,0.3864,"2","ribosomal protein S21"
"Mrpl42",0.145082022070144,0.264,"10","mitochondrial ribosomal protein L42"
"Ndufs8",0.145049487497707,0.4304,"19","NADH:ubiquinone oxidoreductase core subunit S8"
"Cox7c",0.145039906817053,0.424,"13","cytochrome c oxidase subunit 7C"
"Thnsl2",0.144999982476994,0.4956,"6","threonine synthase-like 2 (bacterial)"
"Trp53",0.144947028053171,0.0316,"11","transformation related protein 53"
"Cttnbp2",0.144881308513753,0.4452,"6","cortactin binding protein 2"
"Rundc3a",0.144845766076079,0.2148,"11","RUN domain containing 3A"
"Armc6",-0.14482908396007,0.3068,"8","armadillo repeat containing 6"
"Col5a3",0.144782238724816,0.6928,"9","collagen, type V, alpha 3"
"4833420G17Rik",0.144774419268708,0.3252,"13","RIKEN cDNA 4833420G17 gene"
"Gm14410",0.144736379204539,0.5136,"2","predicted gene 14410"
"Lamp5",0.144692342149733,0.3716,"2","lysosomal-associated membrane protein family, member 5"
"Ap1m1",0.14468832446676,0.1036,"8","adaptor-related protein complex AP-1, mu subunit 1"
"Utp20",0.144632551583462,0.4224,"10","UTP20 small subunit processome component"
"Nek4",0.144601645422595,0.1456,"14","NIMA (never in mitosis gene a)-related expressed kinase 4"
"Rps19bp1",0.14455280140464,0.284,"15","ribosomal protein S19 binding protein 1"
"Bhlhb9",0.144520826297827,0.2772,"X","basic helix-loop-helix domain containing, class B9"
"Tmem117",-0.144484560061329,0.5216,"15","transmembrane protein 117"
"Rogdi",0.144462143036867,0.2484,"16","rogdi homolog"
"Gid8",0.144441742330836,0.0604,"2","GID complex subunit 8"
"Amotl1",-0.144366663175544,0.1764,"9","angiomotin-like 1"
"Ptp4a1",0.144314154229262,0.3872,"1","protein tyrosine phosphatase 4a1"
"Ptp4a1",0.144314154229262,0.3872,"1","protein tyrosine phosphatase 4a1"
"Acbd6",0.14430953155055,0.2332,"1","acyl-Coenzyme A binding domain containing 6"
"Timm9",0.144256898641241,0.368,"12","translocase of inner mitochondrial membrane 9"
"Med7",0.144256677156694,0.0776,"11","mediator complex subunit 7"
"Rps2",0.144250904080089,0.4428,"17","ribosomal protein S2"
"Ogt",0.144215526945382,0.5008,"X","O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)"
"Shfl",0.144169525899492,0.482,"9","shiftless antiviral inhibitor of ribosomal frameshifting"
"Pmpcb",0.144150686615339,0.034,"5","peptidase (mitochondrial processing) beta"
"Mok",0.144065682421505,0.3176,"12","MOK protein kinase"
"Sds",0.143770621024066,0.6416,"5","serine dehydratase"
"Itpkc",-0.143745602461958,0.2664,"7","inositol 1,4,5-trisphosphate 3-kinase C"
"Hnrnpa3",0.143722704769027,0.1552,"2","heterogeneous nuclear ribonucleoprotein A3"
"Zscan26",0.143691623463482,0.4368,"13","zinc finger and SCAN domain containing 26"
"Acta1",0.143617530699911,0.554,"8","actin alpha 1, skeletal muscle"
"Gpc6",-0.143600641730522,0.2924,"14","glypican 6"
"Frmpd1",0.143557939663392,0.2764,"4","FERM and PDZ domain containing 1"
"Pcdh17",-0.143550818197592,0.398,"14","protocadherin 17"
"Chrm3",-0.14348402348396,0.5216,"13","cholinergic receptor, muscarinic 3, cardiac"
"Peli3",-0.143423227597414,0.0508,"19","pellino 3"
"Lrsam1",-0.143416594915053,0.0888,"2","leucine rich repeat and sterile alpha motif containing 1"
"Crls1",0.143411770253031,0.2408,"2","cardiolipin synthase 1"
"Slc35f5",-0.143342179484188,0.2732,"1","solute carrier family 35, member F5"
"2810013P06Rik",0.143180304990657,0.0692,"8","RIKEN cDNA 2810013P06 gene"
"Elovl1",0.143095718401088,0.3492,"4","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"
"Man1a",-0.143093155606578,0.5116,"10","mannosidase 1, alpha"
"Dlx1",-0.143050510787583,0.2068,"2","distal-less homeobox 1"
"Erbb4",-0.143043778613511,0.3964,"1","erb-b2 receptor tyrosine kinase 4"
"Hsd17b10",0.143023032692396,0.3016,"X","hydroxysteroid (17-beta) dehydrogenase 10"
"Khnyn",0.14298996789692,0.3052,"14","KH and NYN domain containing"
"Srsf7",0.142973256916096,0.244,"17","serine and arginine-rich splicing factor 7"
"Efemp1",-0.142933869624099,0.6112,"11","epidermal growth factor-containing fibulin-like extracellular matrix protein 1"
"Cntnap5c",0.142921067534098,0.7852,"17","contactin associated protein-like 5C"
"Pgghg",-0.142858989463822,0.4096,"7","protein glucosylgalactosylhydroxylysine glucosidase"
"Dscam",-0.14282589073959,0.3016,"16","DS cell adhesion molecule"
"Cars",0.142813903501144,0.2212,"7","cysteinyl-tRNA synthetase"
"Necab2",-0.142804715843621,0.5024,"8","N-terminal EF-hand calcium binding protein 2"
"Trappc13",0.142728028088016,0.0136,"13","trafficking protein particle complex 13"
"Taf5",0.142665743653935,0.1944,"19","TATA-box binding protein associated factor 5"
"Mtrr",0.142633709001637,0.1256,"13","5-methyltetrahydrofolate-homocysteine methyltransferase reductase"
"Myo5a",-0.142614191350908,0.3348,"9","myosin VA"
"Ccdc13",-0.142606837970394,0.3336,"9","coiled-coil domain containing 13"
"Sstr1",-0.14254376494646,0.438,"12","somatostatin receptor 1"
"Ankrd10",0.142542208655439,0.5124,"8","ankyrin repeat domain 10"
"Smim26",0.142512058261617,0.4492,"2","small integral membrane protein 26"
"Inha",0.142446824466178,0.6044,"1","inhibin alpha"
"Tbc1d15",0.142438505933257,0.2624,"10","TBC1 domain family, member 15"
"Mzf1",0.142424477585346,0.3716,"7","myeloid zinc finger 1"
"Tmsb4x",0.14237525049284,0.2076,"X","thymosin, beta 4, X chromosome"
"Pdgfrb",-0.142344532284903,0.3388,"18","platelet derived growth factor receptor, beta polypeptide"
"Adck5",0.142310895273053,0.4488,"15","aarF domain containing kinase 5"
"Stom",-0.142255639471815,0.3664,"2","stomatin"
"Dzip1l",0.142243690265245,0.4888,"9","DAZ interacting protein 1-like"
"Cyp20a1",0.142121311601879,0.2892,"1","cytochrome P450, family 20, subfamily a, polypeptide 1"
"C130026L21Rik",-0.142103164610895,0.428,"5","RIKEN cDNA C130026L21 gene"
"Gm15501",0.142053117078954,0.5176,"7","predicted pseudogene 15501"
"Set",0.142050812556894,0.1128,"2","SET nuclear oncogene"
"Nrarp",0.14202746929787,0.0984,"2","Notch-regulated ankyrin repeat protein"
"Pcdhgb5",-0.142023155812227,0.638,"18","protocadherin gamma subfamily B, 5"
"Ppif",0.142019249850862,0.332,"14","peptidylprolyl isomerase F (cyclophilin F)"
"Atxn1l",-0.142008697974987,0.3344,"8","ataxin 1-like"
"Zfp938",0.141989737921234,0.1076,"10","zinc finger protein 938"
"Gtf2h2",0.141957189282219,0.3204,"13","general transcription factor II H, polypeptide 2"
"Cmtm4",-0.141923217818458,0.1732,"8","CKLF-like MARVEL transmembrane domain containing 4"
"Txlng",0.141906513387992,0.3376,"X","taxilin gamma"
"Tm9sf1",0.141859688527814,0.1544,"14","transmembrane 9 superfamily member 1"
"Thumpd3",0.141823558073937,0.0544,"6","THUMP domain containing 3"
"Dpy19l4",-0.141814901758589,0.5064,"4","dpy-19-like 4 (C. elegans)"
"Rec8",0.141800429860552,0.7368,"14","REC8 meiotic recombination protein"
"Skap2",-0.141708897557534,0.1724,"6","src family associated phosphoprotein 2"
"Psmd12",0.141706321114085,0.0476,"11","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"Bloc1s2",0.141665530620781,0.238,"19","biogenesis of lysosomal organelles complex-1, subunit 2"
"Mtf2",0.141590758440266,0.4676,"5","metal response element binding transcription factor 2"
"Ftsj1",0.141590395654156,0.1956,"X","FtsJ RNA methyltransferase homolog 1 (E. coli)"
