"symbol","logFC","P.Value","chr","description"
"Ripor1",0.0160468147295045,0.8544,"8","RHO family interacting cell polarization regulator 1"
"Fads2",0.0160414959606578,0.834,"19","fatty acid desaturase 2"
"Vim",-0.0160405802481973,0.9292,"2","vimentin"
"Vwa3a",-0.0160388965398388,0.928,"7","von Willebrand factor A domain containing 3A"
"Nosip",0.0160342515593808,0.874,"7","nitric oxide synthase interacting protein"
"Zfp809",0.0160328596511441,0.8968,"9","zinc finger protein 809"
"Phf10",-0.0160302957513867,0.8272,"17","PHD finger protein 10"
"St7l",0.0160168176970252,0.8856,"3","suppression of tumorigenicity 7-like"
"Plcxd1",-0.0160127103529075,0.9328,"5","phosphatidylinositol-specific phospholipase C, X domain containing 1"
"Pik3ip1",-0.0160002026364481,0.83,"11","phosphoinositide-3-kinase interacting protein 1"
"Hook3",0.0159800536380335,0.9204,"8","hook microtubule tethering protein 3"
"Aatk",-0.0159800032362476,0.7116,"11","apoptosis-associated tyrosine kinase"
"Fkbp1b",-0.0159763546653924,0.93,"12","FK506 binding protein 1b"
"Stxbp3",-0.01597478124273,0.906,"3","syntaxin binding protein 3"
"Srp72",0.0159458310719236,0.7888,"5","signal recognition particle 72"
"Rev3l",0.0159411249325929,0.9024,"10","REV3 like, DNA directed polymerase zeta catalytic subunit"
"Map1s",0.0159353661143253,0.8792,"8","microtubule-associated protein 1S"
"Diras1",0.0159151644655537,0.8496,"10","DIRAS family, GTP-binding RAS-like 1"
"Tmem18",0.0159125378415359,0.8792,"12","transmembrane protein 18"
"Adap1",-0.0159028248547424,0.8848,"5","ArfGAP with dual PH domains 1"
"Kin",0.0159021323650919,0.7796,"2","Kin17 DNA and RNA binding protein"
"Adamts2",0.0158683877762626,0.9164,"11","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2"
"Tnfaip1",-0.0158645748614408,0.6488,"11","tumor necrosis factor, alpha-induced protein 1 (endothelial)"
"Ice1",0.0158618844950427,0.9324,"13","interactor of little elongation complex ELL subunit 1"
"Smpdl3a",-0.0158489350011966,0.8984,"10","sphingomyelin phosphodiesterase, acid-like 3A"
"Cuta",0.0158374773552437,0.9216,"17","cutA divalent cation tolerance homolog"
"4931428F04Rik",-0.0158314761482141,0.8996,"8","RIKEN cDNA 4931428F04 gene"
"Tiam2",0.015817938688496,0.8472,"17","T cell lymphoma invasion and metastasis 2"
"Cdk5r2",-0.0158150430072101,0.9384,"1","cyclin-dependent kinase 5, regulatory subunit 2 (p39)"
"Xk",0.0158010872634939,0.9208,"X","X-linked Kx blood group"
"Vcan",-0.0157925247254269,0.9084,"13","versican"
"Rpn1",0.0157726630388373,0.8216,"6","ribophorin I"
"Lats1",0.0157600892346617,0.9,"10","large tumor suppressor"
"Tuba1a",0.015745471352961,0.9344,"15","tubulin, alpha 1A"
"Tcta",0.0157328798950997,0.9212,"9","T cell leukemia translocation altered gene"
"Vhl",0.0157323516290884,0.8788,"6","von Hippel-Lindau tumor suppressor"
"Dhx8",0.015724602779505,0.8172,"11","DEAH (Asp-Glu-Ala-His) box polypeptide 8"
"Dhx9",-0.0157184688697933,0.906,"1","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"Coq5",0.0157063546973788,0.9,"5","coenzyme Q5 methyltransferase"
"Zfp418",0.015700713879873,0.9488,"7","zinc finger protein 418"
"Hmgcl",0.0156982940921813,0.892,"4","3-hydroxy-3-methylglutaryl-Coenzyme A lyase"
"Pcdhga10",-0.0156735372338117,0.9556,"18","protocadherin gamma subfamily A, 10"
"Psme3",0.0156730977366193,0.8136,"11","proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)"
"Sema4d",-0.0156489821206591,0.856,"13","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
"Metap1",-0.0156473259881533,0.8368,"3","methionyl aminopeptidase 1"
"Pcmt1",-0.0156355830064436,0.8848,"10","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1"
"Ndfip1",0.0156230316305699,0.8948,"18","Nedd4 family interacting protein 1"
"S100a6",0.0156206667051064,0.934,"3","S100 calcium binding protein A6 (calcyclin)"
"Elp3",-0.0156185776223845,0.8756,"14","elongator acetyltransferase complex subunit 3"
"Smc2",-0.0156122158332415,0.9516,"4","structural maintenance of chromosomes 2"
"Exo5",-0.0155856099764673,0.8536,"4","exonuclease 5"
"Plagl2",0.0155856011077753,0.8508,"2","pleiomorphic adenoma gene-like 2"
"Akr1e1",0.0155849538891335,0.8468,"13","aldo-keto reductase family 1, member E1"
"Eid2b",0.0155782558255941,0.8768,"7","EP300 interacting inhibitor of differentiation 2B"
"Zeb2",-0.01557745179921,0.9572,"2","zinc finger E-box binding homeobox 2"
"Dgke",-0.0155565056645761,0.7964,"11","diacylglycerol kinase, epsilon"
"Epc2",-0.0155559825042246,0.9104,"2","enhancer of polycomb homolog 2"
"Spryd7",0.0155558713104975,0.8432,"14","SPRY domain containing 7"
"Rpf2",0.0155506537301493,0.8904,"10","ribosome production factor 2 homolog"
"Scn8a",0.0155353012601296,0.8888,"15","sodium channel, voltage-gated, type VIII, alpha"
"Crmp1",0.0155267125380725,0.8776,"5","collapsin response mediator protein 1"
"Mast3",-0.0154883519385027,0.8708,"8","microtubule associated serine/threonine kinase 3"
"Hmgxb4",-0.0154740807735365,0.9116,"8","HMG box domain containing 4"
"Fmn2",0.0154663437308686,0.8948,"1","formin 2"
"Ash2l",-0.0154469592075284,0.8484,"8","ASH2 like histone lysine methyltransferase complex subunit"
"Exoc3l",0.0154294209284629,0.898,"8","exocyst complex component 3-like"
"Nlrx1",-0.01541801719589,0.932,"9","NLR family member X1"
"Sf3b2",-0.0154042130920669,0.6552,"19","splicing factor 3b, subunit 2"
"Prr36",-0.0153721873082606,0.9444,"8","proline rich 36"
"Ep300",0.0153427243511297,0.8872,"15","E1A binding protein p300"
"Kdm3b",0.015342520560643,0.8712,"18","KDM3B lysine (K)-specific demethylase 3B"
"Sgcb",-0.0153396690769485,0.784,"5","sarcoglycan, beta (dystrophin-associated glycoprotein)"
"Mex3c",0.0153238588274656,0.8888,"18","mex3 RNA binding family member C"
"Nol9",-0.0153223876880419,0.8756,"4","nucleolar protein 9"
"Zdhhc16",0.0153166166609306,0.856,"19","zinc finger, DHHC domain containing 16"
"Rbfox1",0.0153111448800445,0.8632,"16","RNA binding protein, fox-1 homolog (C. elegans) 1"
"Lrfn2",0.0153104963914652,0.8788,"17","leucine rich repeat and fibronectin type III domain containing 2"
"Zfp106",-0.0152865865199825,0.8772,"2","zinc finger protein 106"
"Camk2g",0.0152731823244094,0.846,"14","calcium/calmodulin-dependent protein kinase II gamma"
"Calcrl",-0.0152341627310133,0.9456,"2","calcitonin receptor-like"
"Iffo1",-0.01523413030068,0.9292,"6","intermediate filament family orphan 1"
"Ldb1",0.0152163649501418,0.7844,"19","LIM domain binding 1"
"Srfbp1",0.0152021719101727,0.8184,"18","serum response factor binding protein 1"
"Ube4b",0.0152013931228323,0.7528,"4","ubiquitination factor E4B"
"Mtg2",-0.0151940896469274,0.9212,"2","mitochondrial ribosome associated GTPase 2"
"Acox1",-0.0151737719861247,0.772,"11","acyl-Coenzyme A oxidase 1, palmitoyl"
"Tmem183a",0.0151706784599623,0.808,"1","transmembrane protein 183A"
"Micu1",0.0151579787884462,0.8348,"10","mitochondrial calcium uptake 1"
"Wdtc1",0.0151522352849716,0.8788,"4","WD and tetratricopeptide repeats 1"
"Atp11a",-0.0151060666792784,0.8996,"8","ATPase, class VI, type 11A"
"Nudt9",-0.0151000565494073,0.872,"5","nudix (nucleoside diphosphate linked moiety X)-type motif 9"
"Sema6b",-0.0150980173138917,0.794,"17","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"Slc38a2",-0.0150754604999994,0.908,"15","solute carrier family 38, member 2"
"Ephx2",-0.0150469501268429,0.884,"14","epoxide hydrolase 2, cytoplasmic"
"Dnajb1",0.0150306776414162,0.912,"8","DnaJ heat shock protein family (Hsp40) member B1"
"Kcnab2",-0.0150209675046256,0.9404,"4","potassium voltage-gated channel, shaker-related subfamily, beta member 2"
"Arl15",0.0150062664386059,0.912,"13","ADP-ribosylation factor-like 15"
"Ncapd2",0.0149552951238672,0.8924,"6","non-SMC condensin I complex, subunit D2"
"Stt3b",-0.0149447955766568,0.8072,"9","STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)"
"Gdpgp1",-0.0149412013511663,0.9412,"7","GDP-D-glucose phosphorylase 1"
"Eps15",-0.0149339407604554,0.916,"4","epidermal growth factor receptor pathway substrate 15"
"Ccny",-0.0149200344325973,0.8424,"18","cyclin Y"
"Trpc4ap",-0.0148845383422422,0.852,"2","transient receptor potential cation channel, subfamily C, member 4 associated protein"
"Polr3b",-0.0148742930460335,0.918,"10","polymerase (RNA) III (DNA directed) polypeptide B"
"Sh3bgrl",-0.0148690563498262,0.8648,"X","SH3-binding domain glutamic acid-rich protein like"
"Cdk14",-0.0148660092798796,0.9228,"5","cyclin-dependent kinase 14"
"Wscd2",0.0148658581250745,0.8644,"5","WSC domain containing 2"
"Olig1",-0.0148519039448027,0.9084,"16","oligodendrocyte transcription factor 1"
"Snx9",0.0148381361153076,0.8568,"17","sorting nexin 9"
"Prpf38a",-0.0148337769438807,0.8712,"4","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A"
"Ppp2r5b",-0.0148327455050277,0.7692,"19","protein phosphatase 2, regulatory subunit B', beta"
"Med15",0.0148277964098922,0.8672,"16","mediator complex subunit 15"
"Coq10b",0.0147727588329838,0.8976,"1","coenzyme Q10B"
"1500004A13Rik",0.0147324208053048,0.8292,"3","RIKEN cDNA 1500004A13 gene"
"Lacc1",-0.0147190984677303,0.9192,"14","laccase domain containing 1"
"Trp53bp2",0.0147088228629517,0.8288,"1","transformation related protein 53 binding protein 2"
"Rnf149",-0.0147060686641716,0.8372,"1","ring finger protein 149"
"Usp24",-0.0146974802767819,0.9392,"4","ubiquitin specific peptidase 24"
"Arf1",-0.01469267110045,0.8816,"11","ADP-ribosylation factor 1"
"Sf3b4",0.0146687890621813,0.9128,"3","splicing factor 3b, subunit 4"
"Gpr61",-0.0146554907239249,0.842,"3","G protein-coupled receptor 61"
"Hif1an",-0.0146528029821305,0.972,"19","hypoxia-inducible factor 1, alpha subunit inhibitor"
"Ctnnal1",-0.0146465408531289,0.9348,"4","catenin (cadherin associated protein), alpha-like 1"
"Plpp7",0.014634657837215,0.896,"2","phospholipid phosphatase 7 (inactive)"
"Rapgef6",-0.0146332926046604,0.9324,"11","Rap guanine nucleotide exchange factor (GEF) 6"
"Hyou1",0.0146216084480928,0.878,"9","hypoxia up-regulated 1"
"Tmem198",-0.0146179510595674,0.9144,"1","transmembrane protein 198"
"Ndfip2",-0.0146163973304212,0.8756,"14","Nedd4 family interacting protein 2"
"Csnk2a2",-0.014606458911973,0.8316,"8","casein kinase 2, alpha prime polypeptide"
"Ednra",-0.0146060488612945,0.926,"8","endothelin receptor type A"
"Smim17",-0.0146038973980951,0.876,"7","small integral membrane protein 17"
"Irs1",-0.0146027847401289,0.8836,"1","insulin receptor substrate 1"
"Cd2ap",-0.0145773789891352,0.9384,"17","CD2-associated protein"
"Dnhd1",-0.014567624707579,0.9568,"7","dynein heavy chain domain 1"
"Maoa",0.0145659297276541,0.8684,"X","monoamine oxidase A"
"Nhlrc1",0.0145655301563372,0.88,"13","NHL repeat containing 1"
"Mgat5b",0.0145510309767518,0.9332,"11","mannoside acetylglucosaminyltransferase 5, isoenzyme B"
"Zc3h13",0.0145470469144318,0.9032,"14","zinc finger CCCH type containing 13"
"Atp11b",0.0145413671155215,0.9224,"3","ATPase, class VI, type 11B"
"Zfp526",-0.0145396771344219,0.9196,"7","zinc finger protein 526"
"Trappc2l",0.0145375964945469,0.9452,"8","trafficking protein particle complex 2L"
"Cerox1",-0.0145168415688968,0.9088,"17","cytoplasmic endogenous regulator of oxidative phosphorylation 1"
"Bahcc1",-0.0145140135592179,0.9228,"11","BAH domain and coiled-coil containing 1"
"Srpk3",0.014507068765921,0.9408,"X","serine/arginine-rich protein specific kinase 3"
"Nt5c2",0.0144989031236333,0.8552,"19","5'-nucleotidase, cytosolic II"
"Rnf24",-0.0144983934148772,0.856,"2","ring finger protein 24"
"Ppp1r15a",-0.014494118891573,0.8712,"7","protein phosphatase 1, regulatory subunit 15A"
"Fem1a",0.0144815883574214,0.8592,"17","fem 1 homolog a"
"Pnpla7",0.0144784538153764,0.8596,"2","patatin-like phospholipase domain containing 7"
"Fbxl17",0.0144432167286332,0.85,"17","F-box and leucine-rich repeat protein 17"
"Raver2",-0.0144402335514329,0.8556,"4","ribonucleoprotein, PTB-binding 2"
"Zfp553",0.0144391143549818,0.8936,"7","zinc finger protein 553"
"Cox11",0.0144283685155799,0.886,"11","cytochrome c oxidase assembly protein 11, copper chaperone"
"Supt5",-0.0144083343109838,0.818,"7","suppressor of Ty 5, DSIF elongation factor subunit"
"Cadm1",0.0143931609836114,0.8192,"9","cell adhesion molecule 1"
"Ripor2",-0.0143798875267001,0.906,"13","RHO family interacting cell polarization regulator 2"
"Gpr62",-0.0143768502555037,0.9344,"9","G protein-coupled receptor 62"
"Mal2",0.0143321900642883,0.8956,"15","mal, T cell differentiation protein 2"
"Gla",-0.0143266373800164,0.8776,"X","galactosidase, alpha"
"Fxr1",0.0143008039801718,0.9356,"3","FMR1 autosomal homolog 1"
"Hspa13",-0.0142937190476626,0.9188,"16","heat shock protein 70 family, member 13"
"Ppig",0.0142830253671535,0.9032,"2","peptidyl-prolyl isomerase G (cyclophilin G)"
"Tmsb10",0.0142597861439482,0.8752,"6","thymosin, beta 10"
"Nkrf",-0.0142418091385919,0.8708,"X","NF-kappaB repressing factor"
"Rab18",-0.0142398148773486,0.8588,"18","RAB18, member RAS oncogene family"
"Anxa6",-0.0142354333403309,0.91,"11","annexin A6"
"Zfp644",-0.0142342841056093,0.9172,"5","zinc finger protein 644"
"Ncoa7",-0.0142299514869704,0.9244,"10","nuclear receptor coactivator 7"
"Nckipsd",0.0142173967207819,0.8112,"9","NCK interacting protein with SH3 domain"
"Stx4a",0.0141880776372947,0.8584,"7","syntaxin 4A (placental)"
"Tril",-0.0141831056187574,0.9,"6","TLR4 interactor with leucine-rich repeats"
"Adat1",-0.0141682451075091,0.934,"8","adenosine deaminase, tRNA-specific 1"
"Bach2",-0.0141542961052026,0.9336,"4","BTB and CNC homology, basic leucine zipper transcription factor 2"
"Fkbp15",-0.0141341801610082,0.844,"4","FK506 binding protein 15"
"Arfgap2",0.0140957849655781,0.8768,"2","ADP-ribosylation factor GTPase activating protein 2"
"Ifnar1",-0.0140882635976425,0.898,"16","interferon (alpha and beta) receptor 1"
"Plpbp",0.0140813302429565,0.7732,"8","pyridoxal phosphate binding protein"
"Pm20d2",-0.0140738722240696,0.9096,"4","peptidase M20 domain containing 2"
"Pbrm1",-0.0140702941367907,0.8688,"14","polybromo 1"
"1810021B22Rik",0.0140333623464648,0.9084,"15","RIKEN cDNA 1810021B22 gene"
"Zfp185",-0.0140333028319706,0.9832,"X","zinc finger protein 185"
"BC030500",-0.0140318837926965,0.9592,"8","cDNA sequence BC030500"
"Cdkn2d",-0.0140047603756237,0.8864,"9","cyclin dependent kinase inhibitor 2D"
"Mlh3",-0.0140014270446152,0.8636,"12","mutL homolog 3"
"Klhl7",-0.0139834685431239,0.8908,"5","kelch-like 7"
"Lrrc49",-0.0139671647754982,0.8876,"9","leucine rich repeat containing 49"
"Abhd16a",0.0139569602754044,0.8484,"17","abhydrolase domain containing 16A"
"Dnaja1",0.0139513747240967,0.9388,"4","DnaJ heat shock protein family (Hsp40) member A1"
"Arl6ip4",0.0139242832895663,0.936,"5","ADP-ribosylation factor-like 6 interacting protein 4"
"Ascc3",0.0139009730807604,0.9124,"10","activating signal cointegrator 1 complex subunit 3"
"Foxg1",0.0138997512744714,0.9052,"12","forkhead box G1"
"Agtpbp1",-0.0138941188053296,0.9008,"13","ATP/GTP binding protein 1"
"Agtpbp1",-0.0138941188053296,0.9008,"13","ATP/GTP binding protein 1"
"Pak6",-0.013886759752725,0.946,"2","p21 (RAC1) activated kinase 6"
"Gnaq",0.0138855498798538,0.8556,"19","guanine nucleotide binding protein, alpha q polypeptide"
"Rps6ka4",0.0138688547039916,0.908,"19","ribosomal protein S6 kinase, polypeptide 4"
"Syvn1",0.0138506752841003,0.9016,"19","synovial apoptosis inhibitor 1, synoviolin"
"Uba2",-0.0138495720222878,0.8736,"7","ubiquitin-like modifier activating enzyme 2"
"Reep3",0.0138446456084989,0.944,"10","receptor accessory protein 3"
"Arfip2",0.0138161090022528,0.6636,"7","ADP-ribosylation factor interacting protein 2"
"Hmgcll1",-0.0138152178644764,0.9244,"9","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1"
"4933412E12Rik",-0.0138092563095529,0.89,"10","RIKEN cDNA 4933412E12 gene"
"Plod1",0.0137962043643602,0.9376,"4","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1"
"Pim3",0.013792627612907,0.8972,"15","proviral integration site 3"
"Dcxr",-0.0137871112988317,0.9736,"11","dicarbonyl L-xylulose reductase"
"Zfp260",0.0137641350423205,0.8424,"7","zinc finger protein 260"
"Jph3",-0.0137594019245597,0.9412,"8","junctophilin 3"
"Pafah1b1",-0.0137313715907705,0.8676,"11","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
"Ckap4",-0.013724728448314,0.8944,"10","cytoskeleton-associated protein 4"
"Fbxo21",0.0137189935584834,0.8708,"5","F-box protein 21"
"Gnas",0.0137075846203789,0.8784,"2","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"Ppp1r2",0.0136986156930554,0.834,"16","protein phosphatase 1, regulatory inhibitor subunit 2"
"Atp6v0a2",-0.013697265428128,0.87,"5","ATPase, H+ transporting, lysosomal V0 subunit A2"
"Unc50",-0.0136948582631007,0.7952,"1","unc-50 homolog"
"Pdk2",0.0136490569521666,0.8764,"11","pyruvate dehydrogenase kinase, isoenzyme 2"
"Trpc4",0.0136480816465125,0.8988,"3","transient receptor potential cation channel, subfamily C, member 4"
"Gatd3a",0.013626194200631,0.96,"10","glutamine amidotransferase like class 1 domain containing 3A"
"Ndufs1",0.0136249176616072,0.856,"1","NADH:ubiquinone oxidoreductase core subunit S1"
"Kcnj3",0.0136076958007516,0.9256,"2","potassium inwardly-rectifying channel, subfamily J, member 3"
"Becn1",-0.0136003120100794,0.8328,"11","beclin 1, autophagy related"
"Nfat5",-0.0135926612601871,0.9116,"8","nuclear factor of activated T cells 5"
"Trnp1",-0.0135870349724332,0.9324,"4","TMF1-regulated nuclear protein 1"
"Gak",0.0135774442828209,0.7816,"5","cyclin G associated kinase"
"Ccdc117",-0.0135745573980364,0.9636,"11","coiled-coil domain containing 117"
"Dusp18",-0.0135660006186038,0.7732,"11","dual specificity phosphatase 18"
"Smyd2",-0.0135649680192333,0.9152,"1","SET and MYND domain containing 2"
"Elp4",0.013564247233445,0.8804,"2","elongator acetyltransferase complex subunit 4"
"Syn2",-0.0135435343110153,0.8848,"6","synapsin II"
"Slc35f6",0.0135196225278857,0.8352,"5","solute carrier family 35, member F6"
"Pheta1",-0.0135176160954611,0.8976,"5","PH domain containing endocytic trafficking adaptor 1"
"Hlf",-0.0134813062376917,0.8652,"11","hepatic leukemia factor"
"Clcn6",-0.0134663977521052,0.6852,"4","chloride channel, voltage-sensitive 6"
"Soat1",-0.0134593556369684,0.9428,"1","sterol O-acyltransferase 1"
"Rab10",0.0134501863601875,0.8784,"12","RAB10, member RAS oncogene family"
"BC005624",-0.0134137849187148,0.8644,"2","cDNA sequence BC005624"
"Nectin4",-0.0133993277111935,0.9444,"1","nectin cell adhesion molecule 4"
"Fbxo38",0.0133970800288603,0.918,"18","F-box protein 38"
"Rcc2",0.0133849034553739,0.8856,"4","regulator of chromosome condensation 2"
"Sin3a",0.0133771598315038,0.8892,"9","transcriptional regulator, SIN3A (yeast)"
"Zfp729b",0.0133745119522088,0.9092,"13","zinc finger protein 729b"
"Ap4m1",-0.013370607457285,0.904,"5","adaptor-related protein complex AP-4, mu 1"
"Fam102b",0.0133443664825839,0.882,"3","family with sequence similarity 102, member B"
"Sipa1l3",-0.013336015139636,0.9288,"7","signal-induced proliferation-associated 1 like 3"
"Irf2",0.0133352732141745,0.8488,"8","interferon regulatory factor 2"
"Gpr153",0.0133352406131815,0.9216,"4","G protein-coupled receptor 153"
"B9d1",0.0133277150838396,0.912,"11","B9 protein domain 1"
"Tomm34",0.0133004356499011,0.9288,"2","translocase of outer mitochondrial membrane 34"
"Synj2",-0.0132947404687451,0.8788,"17","synaptojanin 2"
"Klf11",-0.0132892864576721,0.8752,"12","Kruppel-like factor 11"
"Calb2",-0.0132859676080952,0.9184,"8","calbindin 2"
"Mcam",0.0132739296123896,0.8988,"9","melanoma cell adhesion molecule"
"A430005L14Rik",0.0132676258472912,0.9148,"4","RIKEN cDNA A430005L14 gene"
"Rhov",0.0132588631707411,0.938,"2","ras homolog family member V"
"Thoc3",0.0132536089140043,0.8708,"13","THO complex 3"
"Mgat4c",0.0132277925111173,0.9332,"10","MGAT4 family, member C"
"Csk",-0.0132267941808841,0.9116,"9","c-src tyrosine kinase"
"Fsd1",0.0132257608615607,0.824,"17","fibronectin type 3 and SPRY domain-containing protein"
"Ap1s1",0.0132255882083347,0.9404,"5","adaptor protein complex AP-1, sigma 1"
"Prkar1b",0.0131977189423864,0.9016,"5","protein kinase, cAMP dependent regulatory, type I beta"
"Atg2b",-0.0131911251443046,0.8432,"12","autophagy related 2B"
"Phkg2",0.0131784827891694,0.9488,"7","phosphorylase kinase, gamma 2 (testis)"
"Gorasp2",0.0131753577552089,0.8632,"2","golgi reassembly stacking protein 2"
"Fxr2",-0.0131653207006774,0.8028,"11","FMR1 autosomal homolog 2"
"Abhd14b",0.0131614736006975,0.9396,"9","abhydrolase domain containing 14b"
"4931406C07Rik",0.013160938701497,0.8528,"9","RIKEN cDNA 4931406C07 gene"
"Erc2",0.0131519149953574,0.9304,"14","ELKS/RAB6-interacting/CAST family member 2"
"Lsm10",0.0131211989169056,0.9108,"4","U7 snRNP-specific Sm-like protein LSM10"
"Rnf123",0.0131103077420258,0.88,"9","ring finger protein 123"
"Pfkm",-0.0131091693365857,0.844,"15","phosphofructokinase, muscle"
"Cdk2ap1",-0.0131081429312352,0.8976,"5","CDK2 (cyclin-dependent kinase 2)-associated protein 1"
"Mpped1",0.0130876202968579,0.9624,"15","metallophosphoesterase domain containing 1"
"Fscn1",0.0130799377864372,0.8484,"5","fascin actin-bundling protein 1"
"Dagla",-0.0130755589979845,0.886,"19","diacylglycerol lipase, alpha"
"Tacc2",-0.0130685427603208,0.7896,"7","transforming, acidic coiled-coil containing protein 2"
"Orc5",0.013066748688364,0.8564,"5","origin recognition complex, subunit 5"
"Zfp318",-0.0130543535412686,0.9736,"17","zinc finger protein 318"
"Cuedc1",0.0130374522485024,0.9084,"11","CUE domain containing 1"
"Cuedc1",0.0130374522485024,0.9084,"11","CUE domain containing 1"
"Alox12b",-0.0130347449757111,0.9412,"11","arachidonate 12-lipoxygenase, 12R type"
"Timm17b",0.0130063075716613,0.918,"X","translocase of inner mitochondrial membrane 17b"
"Chd6",0.0130021698724327,0.912,"2","chromodomain helicase DNA binding protein 6"
"Dnajc11",0.0130011850841045,0.7628,"4","DnaJ heat shock protein family (Hsp40) member C11"
"Arl13b",-0.0129680283439111,0.8832,"16","ADP-ribosylation factor-like 13B"
"Abi2",0.0129668036447486,0.7976,"1","abl interactor 2"
"Tnip1",-0.0129610416712307,0.954,"11","TNFAIP3 interacting protein 1"
"Lrrc41",-0.0129051419735591,0.9412,"4","leucine rich repeat containing 41"
"Maco1",-0.0129046527184649,0.6784,"4","macoilin 1"
"Zfp35",-0.0129023117564575,0.9096,"18","zinc finger protein 35"
"As3mt",-0.0128983539836316,0.9388,"19","arsenite methyltransferase"
"BC029722",-0.0128950073937473,0.91,"2","cDNA sequence BC029722"
"Tesk2",-0.0128598961481639,0.9316,"4","testis-specific kinase 2"
"Rapgef4",0.012855504298269,0.9372,"2","Rap guanine nucleotide exchange factor (GEF) 4"
"Ctsz",-0.0128430194457074,0.9688,"2","cathepsin Z"
"Stxbp4",-0.0128319399174996,0.884,"11","syntaxin binding protein 4"
"Meis2",-0.0128140640829351,0.9372,"2","Meis homeobox 2"
"Sugt1",-0.012797377799969,0.9224,"14","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)"
"Asb3",0.012793468353105,0.9664,"11","ankyrin repeat and SOCS box-containing 3"
"Tmtc3",-0.0127834386905468,0.9352,"10","transmembrane and tetratricopeptide repeat containing 3"
"Sacs",0.0127781556563038,0.9332,"14","sacsin"
"Mrpl17",0.0127735280080348,0.9428,"7","mitochondrial ribosomal protein L17"
"Edem1",0.0127695946285202,0.8592,"6","ER degradation enhancer, mannosidase alpha-like 1"
"Pik3ca",-0.0127600509537507,0.7968,"3","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
"Col4a5",-0.0127496031153314,0.9744,"X","collagen, type IV, alpha 5"
"Ufc1",0.0127335035481799,0.944,"1","ubiquitin-fold modifier conjugating enzyme 1"
"Magi2",-0.0127273727896977,0.9192,"5","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"Otud6b",-0.0127140186066148,0.924,"4","OTU domain containing 6B"
"Chrm4",0.0127078858872505,0.9372,"2","cholinergic receptor, muscarinic 4"
"Tcof1",-0.0126801315744389,0.8608,"18","treacle ribosome biogenesis factor 1"
"Zdhhc9",-0.0126633868449932,0.9008,"X","zinc finger, DHHC domain containing 9"
"Pvt1",0.0126598989619042,0.8268,"15","Pvt1 oncogene"
"Snx2",0.0126496238540668,0.9084,"18","sorting nexin 2"
"Asxl3",0.0126390037681472,0.9564,"18","ASXL transcriptional regulator 3"
"Lratd1",-0.0126214571766967,0.9132,"12","LRAT domain containing 1"
"Fut9",0.0126140455656767,0.9304,"4","fucosyltransferase 9"
"Agk",0.0126133470293119,0.8056,"6","acylglycerol kinase"
"Tbck",0.0126043758771432,0.8516,"3","TBC1 domain containing kinase"
"Hsp90aa1",0.0125827768678768,0.9376,"12","heat shock protein 90, alpha (cytosolic), class A member 1"
"Tmem163",-0.012569359603734,0.9444,"1","transmembrane protein 163"
"Rfc1",-0.0125685903191153,0.88,"5","replication factor C (activator 1) 1"
"Katnb1",0.0125556375554945,0.93,"8","katanin p80 (WD40-containing) subunit B 1"
"Gabrg3",-0.0125518894153114,0.9464,"7","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3"
"B4galt3",0.0125496406815238,0.8404,"1","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
"2310022B05Rik",-0.0125409987872409,0.944,"8","RIKEN cDNA 2310022B05 gene"
"Sumo2",0.0125333461077721,0.9328,"11","small ubiquitin-like modifier 2"
"Dusp23",-0.0125303969386774,0.9564,"1","dual specificity phosphatase 23"
"Hnrnpul1",0.0125267392533557,0.9208,"7","heterogeneous nuclear ribonucleoprotein U-like 1"
"Map3k14",0.012524437375049,0.9124,"11","mitogen-activated protein kinase kinase kinase 14"
"Stmn1",-0.0125098777684522,0.9004,"4","stathmin 1"
"Rpgrip1l",0.0125076111231506,0.924,"8","Rpgrip1-like"
"Pym1",-0.0124793443881597,0.9308,"10","PYM homolog 1, exon junction complex associated factor"
"Mbtps2",0.0124690773723781,0.9228,"X","membrane-bound transcription factor peptidase, site 2"
"Wwc1",0.0124645365034306,0.8564,"11","WW, C2 and coiled-coil domain containing 1"
"Hsd17b7",-0.0124352757704473,0.9164,"1","hydroxysteroid (17-beta) dehydrogenase 7"
