"symbol","logFC","P.Value","chr","description"
"Agt",0.0408826157389006,0.8584,"8","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
"Slc25a5",-0.0408780050456459,0.7692,"X","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5"
"2410004P03Rik",-0.0408545292571652,0.9704,"12","RIKEN cDNA 2410004P03 gene"
"Wdr18",-0.0408443005715924,0.7228,"10","WD repeat domain 18"
"Eid2b",-0.0408185582459906,0.56,"7","EP300 interacting inhibitor of differentiation 2B"
"Ybey",-0.0408128787646231,0.778,"10","ybeY metallopeptidase"
"Flii",-0.0407967228740755,0.5564,"11","flightless I actin binding protein"
"Rpap3",-0.0407922968822847,0.7328,"15","RNA polymerase II associated protein 3"
"Sez6l2",0.0407857710154254,0.464,"7","seizure related 6 homolog like 2"
"Washc1",-0.040781946723933,0.698,"17","WASH complex subunit 1"
"Taf8",-0.0407777975204171,0.6388,"17","TATA-box binding protein associated factor 8"
"Rpf2",0.0407580993238685,0.7552,"10","ribosome production factor 2 homolog"
"Arf4",0.0407496464194432,0.8256,"14","ADP-ribosylation factor 4"
"Obsl1",-0.0407271089289267,0.7844,"1","obscurin-like 1"
"Lnx2",-0.0407142040507331,0.756,"5","ligand of numb-protein X 2"
"Hmgcll1",0.0406864815798289,0.754,"9","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1"
"Tshz3",-0.0406765061595564,0.8224,"7","teashirt zinc finger family member 3"
"Fam13a",-0.0406661416716467,0.6744,"6","family with sequence similarity 13, member A"
"Csnk2a1",0.0406603609301355,0.33,"2","casein kinase 2, alpha 1 polypeptide"
"Ppp1r37",-0.0406504195553925,0.7368,"7","protein phosphatase 1, regulatory subunit 37"
"Kcnk12",-0.0406400152546191,0.9092,"17","potassium channel, subfamily K, member 12"
"Kptn",-0.0406303765932874,0.804,"7","kaptin"
"Crls1",0.040623675750596,0.7924,"2","cardiolipin synthase 1"
"Vcam1",-0.0406079066034044,0.7936,"3","vascular cell adhesion molecule 1"
"Sf3b6",-0.0405581018390464,0.7532,"12","splicing factor 3B, subunit 6"
"1810021B22Rik",0.040555105374567,0.66,"15","RIKEN cDNA 1810021B22 gene"
"Zdhhc9",0.0405291449544052,0.6916,"X","zinc finger, DHHC domain containing 9"
"Polr2c",-0.0405103814861025,0.7184,"8","polymerase (RNA) II (DNA directed) polypeptide C"
"Zfyve1",0.0405062412425812,0.6152,"12","zinc finger, FYVE domain containing 1"
"Mras",-0.040497897468498,0.8648,"9","muscle and microspikes RAS"
"Sike1",-0.0404949474650671,0.7724,"3","suppressor of IKBKE 1"
"Crat",-0.0404780210625271,0.6868,"2","carnitine acetyltransferase"
"Mrpl14",0.040460388178813,0.8832,"17","mitochondrial ribosomal protein L14"
"Xkr6",-0.0404400184331641,0.9112,"14","X-linked Kx blood group related 6"
"Magoh",-0.0404309210320486,0.8652,"4","mago homolog, exon junction complex core component"
"Smarcd1",0.0404288831703798,0.7292,"15","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
"Tsen34",-0.0404130314844071,0.8536,"7","tRNA splicing endonuclease subunit 34"
"Filip1",-0.0404088680336643,0.8096,"9","filamin A interacting protein 1"
"Cdh9",0.0403834324276318,0.6648,"15","cadherin 9"
"Snap47",-0.0403547681863046,0.8164,"11","synaptosomal-associated protein, 47"
"Nsfl1c",-0.0403545358797004,0.83,"2","NSFL1 (p97) cofactor (p47)"
"Bcl2l11",0.0403516194683995,0.75,"2","BCL2-like 11 (apoptosis facilitator)"
"Grk6",-0.0403454202198246,0.5824,"13","G protein-coupled receptor kinase 6"
"Hnrnpa3",0.0403417293274959,0.5016,"2","heterogeneous nuclear ribonucleoprotein A3"
"Synj2",0.0403092246076913,0.7128,"17","synaptojanin 2"
"Nr1d2",0.0402888536869392,0.8204,"14","nuclear receptor subfamily 1, group D, member 2"
"Eif5b",0.0402818381489407,0.8364,"1","eukaryotic translation initiation factor 5B"
"Dtx1",0.0402603064383156,0.6704,"5","deltex 1, E3 ubiquitin ligase"
"Sfxn3",0.040253923784566,0.6888,"19","sideroflexin 3"
"Tmem130",-0.0402249736582334,0.5116,"5","transmembrane protein 130"
"Prex1",0.0401828369686612,0.7864,"2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
"Slc35e2",0.0401765160378131,0.7024,"4","solute carrier family 35, member E2"
"Tomt",-0.0401541634541747,0.8556,"7","transmembrane O-methyltransferase"
"Crb2",0.0401486860344757,0.948,"2","crumbs family member 2"
"Pdzrn3",0.0401263192465553,0.7192,"6","PDZ domain containing RING finger 3"
"Oxnad1",0.0401194036515755,0.5976,"14","oxidoreductase NAD-binding domain containing 1"
"Nub1",0.0401066288612286,0.4352,"5","negative regulator of ubiquitin-like proteins 1"
"Nfe2l3",0.0400992417484543,0.8452,"6","nuclear factor, erythroid derived 2, like 3"
"Caskin1",-0.0400392443552242,0.642,"17","CASK interacting protein 1"
"Elk3",-0.0400321696324846,0.7572,"10","ELK3, member of ETS oncogene family"
"Mast1",-0.0400156700019583,0.744,"8","microtubule associated serine/threonine kinase 1"
"Lzts1",-0.0399719910182057,0.67,"8","leucine zipper, putative tumor suppressor 1"
"Mettl4",-0.0399305099843525,0.742,"17","methyltransferase like 4"
"Sclt1",-0.0399152614082383,0.8216,"3","sodium channel and clathrin linker 1"
"Lrsam1",-0.0398631584496396,0.7848,"2","leucine rich repeat and sterile alpha motif containing 1"
"Stau2",0.0398065255588858,0.6804,"1","staufen double-stranded RNA binding protein 2"
"Ccdc90b",-0.0398013759327753,0.5848,"7","coiled-coil domain containing 90B"
"Prkacb",0.039789352910784,0.708,"3","protein kinase, cAMP dependent, catalytic, beta"
"9930104L06Rik",-0.0397765340706862,0.5668,"4","RIKEN cDNA 9930104L06 gene"
"Dnajc14",0.0397389043877627,0.4376,"10","DnaJ heat shock protein family (Hsp40) member C14"
"Dnajb5",-0.0397148223453989,0.9332,"4","DnaJ heat shock protein family (Hsp40) member B5"
"Lsm4",-0.0397096960729701,0.8528,"8","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"Kat2a",-0.03969463001697,0.6916,"11","K(lysine) acetyltransferase 2A"
"Prodh",0.0396821519391004,0.608,"16","proline dehydrogenase"
"Eif4b",0.0396622155658717,0.548,"15","eukaryotic translation initiation factor 4B"
"Slc1a1",0.0396265801104319,0.6672,"19","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
"Hnrnpk",0.0396182426655178,0.5048,"13","heterogeneous nuclear ribonucleoprotein K"
"Gstp1",-0.0396067564215015,0.908,"19","glutathione S-transferase, pi 1"
"Mis12",0.0395989900413296,0.5728,"11","MIS12 kinetochore complex component"
"Cep120",0.0395764787669686,0.3976,"18","centrosomal protein 120"
"Bbs10",-0.0395509105796925,0.8284,"10","Bardet-Biedl syndrome 10 (human)"
"Tent5a",-0.0395233164701021,0.8044,"9","terminal nucleotidyltransferase 5A"
"Siae",0.0395070193714315,0.6528,"9","sialic acid acetylesterase"
"Itih3",0.0395034634638072,0.6228,"14","inter-alpha trypsin inhibitor, heavy chain 3"
"Zfp952",-0.0394985406777555,0.29,"17","zinc finger protein 952"
"Zkscan5",-0.0394646376305245,0.6212,"5","zinc finger with KRAB and SCAN domains 5"
"Rptor",0.0394644140601015,0.694,"11","regulatory associated protein of MTOR, complex 1"
"Cacna1g",-0.0394569243549938,0.8568,"11","calcium channel, voltage-dependent, T type, alpha 1G subunit"
"Zfp120",0.0394487934930807,0.6732,"2","zinc finger protein 120"
"Fam219a",0.0394320510128816,0.7056,"4","family with sequence similarity 219, member A"
"Abhd17b",0.0394158589802558,0.7492,"19","abhydrolase domain containing 17B"
"1700066M21Rik",0.0394115042727563,0.7292,"1","RIKEN cDNA 1700066M21 gene"
"Gtf3c6",-0.0393845998234212,0.8188,"10","general transcription factor IIIC, polypeptide 6, alpha"
"Ambra1",0.0393761050664434,0.6996,"2","autophagy/beclin 1 regulator 1"
"Puf60",-0.03935617688375,0.752,"15","poly-U binding splicing factor 60"
"Kdm4b",0.0393467388826529,0.768,"17","lysine (K)-specific demethylase 4B"
"Sox18",-0.0393427860496538,0.8864,"2","SRY (sex determining region Y)-box 18"
"Arpc5",0.0393055889455072,0.4648,"1","actin related protein 2/3 complex, subunit 5"
"Epn2",0.039289611805347,0.5144,"11","epsin 2"
"Patj",-0.0392817868080915,0.8952,"4","PATJ, crumbs cell polarity complex component"
"Ddx17",0.0392720742911692,0.8352,"15","DEAD box helicase 17"
"Ube2ql1",0.0392684412514974,0.7524,"13","ubiquitin-conjugating enzyme E2Q family-like 1"
"Abcb10",0.0392582003071515,0.6748,"8","ATP-binding cassette, sub-family B (MDR/TAP), member 10"
"Rsad1",0.0392481106981508,0.8572,"11","radical S-adenosyl methionine domain containing 1"
"Ddb1",0.0392384161500283,0.7448,"19","damage specific DNA binding protein 1"
"Oxld1",-0.0392336210588469,0.8744,"11","oxidoreductase like domain containing 1"
"Tsc1",-0.039225887961222,0.8484,"2","TSC complex subunit 1"
"Slc41a2",0.03922060781575,0.5604,"10","solute carrier family 41, member 2"
"Mat2b",-0.039219768612031,0.6856,"11","methionine adenosyltransferase II, beta"
"Pou2f1",0.0391932759559568,0.8388,"1","POU domain, class 2, transcription factor 1"
"Ergic1",0.0391913934548107,0.4972,"17","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"
"Zmynd11",0.0391734643944428,0.602,"13","zinc finger, MYND domain containing 11"
"Lrig1",0.0391693756038203,0.7628,"6","leucine-rich repeats and immunoglobulin-like domains 1"
"Nrarp",-0.0391330147111191,0.784,"2","Notch-regulated ankyrin repeat protein"
"Mepce",-0.0390999005661357,0.5808,"5","methylphosphate capping enzyme"
"Ldlrad3",-0.0390895300053824,0.7512,"2","low density lipoprotein receptor class A domain containing 3"
"Fam53b",-0.0390868574968728,0.5356,"7","family with sequence similarity 53, member B"
"Cep41",-0.0390556521397318,0.7508,"6","centrosomal protein 41"
"Cldn10",-0.0390236995115307,0.8616,"14","claudin 10"
"Man2a2",0.0390111920261669,0.6812,"7","mannosidase 2, alpha 2"
"Smim4",-0.0390109751824694,0.836,"14","small integral membrane protein 4"
"Fkbp3",0.038986186156186,0.734,"12","FK506 binding protein 3"
"Sox13",-0.0389610187306322,0.8036,"1","SRY (sex determining region Y)-box 13"
"Ptpn23",-0.0389450913598601,0.8648,"9","protein tyrosine phosphatase, non-receptor type 23"
"Mgll",-0.0389182247426074,0.8728,"6","monoglyceride lipase"
"Emb",-0.038867095312042,0.9128,"13","embigin"
"Ccdc130",-0.038834012584684,0.7192,"8","coiled-coil domain containing 130"
"Tor1aip1",0.0388319949036635,0.4664,"1","torsin A interacting protein 1"
"Dcaf13",0.0388319262934433,0.7524,"15","DDB1 and CUL4 associated factor 13"
"Mplkip",-0.0388250774860595,0.526,"13","M-phase specific PLK1 intereacting protein"
"Nipa2",0.0387888924839381,0.8764,"7","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human)"
"Snca",0.0387814340628605,0.8136,"6","synuclein, alpha"
"Rgma",0.0387793850749629,0.8036,"7","repulsive guidance molecule family member A"
"Fam98a",0.038765273568047,0.6068,"17","family with sequence similarity 98, member A"
"Stradb",-0.0387325337017543,0.5952,"1","STE20-related kinase adaptor beta"
"Ralgds",-0.0387221516505765,0.8436,"2","ral guanine nucleotide dissociation stimulator"
"Commd2",-0.0387155662613954,0.5684,"3","COMM domain containing 2"
"Zfp580",0.0387131980525792,0.8148,"7","zinc finger protein 580"
"Tnks1bp1",-0.038710747454175,0.7404,"2","tankyrase 1 binding protein 1"
"Drosha",0.0386874886812061,0.4932,"15","drosha, ribonuclease type III"
"Ndel1",0.03867167154303,0.6608,"11","nudE neurodevelopment protein 1 like 1"
"Tram1",0.0386704336685062,0.762,"1","translocating chain-associating membrane protein 1"
"Lrrc57",0.0386558727770892,0.774,"2","leucine rich repeat containing 57"
"Arsa",0.0386545181163385,0.7336,"15","arylsulfatase A"
"Ston1",-0.0386389880799278,0.9164,"17","stonin 1"
"Phactr3",0.0386202610824302,0.8524,"2","phosphatase and actin regulator 3"
"Srsf4",-0.0386098036134603,0.7,"4","serine and arginine-rich splicing factor 4"
"Abcg1",0.0385938645928041,0.6956,"17","ATP binding cassette subfamily G member 1"
"Anapc1",0.0385796306267503,0.7964,"2","anaphase promoting complex subunit 1"
"Snph",0.0385349928309271,0.8452,"2","syntaphilin"
"Icam5",0.0385306523592117,0.8332,"9","intercellular adhesion molecule 5, telencephalin"
"Cdc23",0.0385052040514271,0.7264,"18","CDC23 cell division cycle 23"
"Vrk1",-0.0384843025903789,0.8136,"12","vaccinia related kinase 1"
"Tigd2",0.0384414910172342,0.9388,"6","tigger transposable element derived 2"
"Tmtc2",0.0384268294755641,0.8208,"10","transmembrane and tetratricopeptide repeat containing 2"
"L3mbtl3",0.03842184337869,0.7408,"10","L3MBTL3 histone methyl-lysine binding protein"
"Ggps1",0.0383970963801374,0.6108,"13","geranylgeranyl diphosphate synthase 1"
"Sf3b3",0.0383862604594283,0.3176,"8","splicing factor 3b, subunit 3"
"Dynll2",0.0383713238940242,0.6336,"11","dynein light chain LC8-type 2"
"Cyp1b1",-0.0383513524085211,0.9076,"17","cytochrome P450, family 1, subfamily b, polypeptide 1"
"Slc25a38",-0.0383325890042103,0.8492,"9","solute carrier family 25, member 38"
"Micu3",0.0383295329044442,0.5892,"8","mitochondrial calcium uptake family, member 3"
"Tmem144",-0.0382997307898005,0.8152,"3","transmembrane protein 144"
"Mak16",0.0382493624267992,0.6796,"8","MAK16 homolog"
"Morf4l1",0.0382067269209347,0.7316,"9","mortality factor 4 like 1"
"Morf4l1",0.0382067269209347,0.7316,"9","mortality factor 4 like 1"
"Gss",-0.0381977271212675,0.744,"2","glutathione synthetase"
"Syvn1",-0.0381878785591141,0.6608,"19","synovial apoptosis inhibitor 1, synoviolin"
"Mroh1",-0.038146020300676,0.7384,"15","maestro heat-like repeat family member 1"
"Rft1",-0.0381318597898197,0.6704,"14","RFT1 homolog"
"Mas1",-0.0381183542019521,0.6608,"17","MAS1 oncogene"
"Tubd1",-0.0381058291449667,0.8744,"11","tubulin, delta 1"
"Nefl",0.0380562768186259,0.5904,"14","neurofilament, light polypeptide"
"Ddx19a",-0.0380334161602249,0.5144,"8","DEAD box helicase 19a"
"Pan3",0.038000146778197,0.8292,"5","PAN3 poly(A) specific ribonuclease subunit"
"Adcy5",0.0379403878887832,0.8272,"16","adenylate cyclase 5"
"Ilrun",-0.037919749282322,0.8356,"17","inflammation and lipid regulator with UBA-like and NBR1-like domains"
"Septin5",-0.0379138323819053,0.7864,"16","septin 5"
"2210408I21Rik",0.0378934793093264,0.7596,"13","RIKEN cDNA 2210408I21 gene"
"Dicer1",0.0378901636447582,0.8428,"12","dicer 1, ribonuclease type III"
"Fam207a",-0.0378738855324627,0.8276,"10","family with sequence similarity 207, member A"
"Sgms2",0.0378622194212048,0.9312,"3","sphingomyelin synthase 2"
"Cnih1",-0.0378610260781649,0.7244,"14","cornichon family AMPA receptor auxiliary protein 1"
"Phc2",-0.0378604924931194,0.8004,"4","polyhomeotic 2"
"Ncdn",0.0378524285274615,0.7928,"4","neurochondrin"
"Nucb1",0.0378469661285941,0.6692,"7","nucleobindin 1"
"Ints5",-0.037801212065701,0.652,"19","integrator complex subunit 5"
"Ajap1",-0.0377805203072068,0.6728,"4","adherens junction associated protein 1"
"Setdb1",0.0377503880175398,0.8616,"3","SET domain, bifurcated 1"
"Nab1",0.0377393819214156,0.8164,"1","Ngfi-A binding protein 1"
"Sf1",0.037728178868826,0.7004,"19","splicing factor 1"
"Hk1",0.0377013469345524,0.6884,"10","hexokinase 1"
"Prkcz",-0.0376880174820684,0.7664,"4","protein kinase C, zeta"
"Rpn1",-0.0376876548726122,0.764,"6","ribophorin I"
"Habp4",0.0376372198575954,0.6668,"13","hyaluronic acid binding protein 4"
"Fam81a",0.0376155930140296,0.6964,"9","family with sequence similarity 81, member A"
"Scrib",-0.0375964259847423,0.78,"15","scribbled planar cell polarity"
"Vangl1",-0.0375909735918818,0.7768,"3","VANGL planar cell polarity 1"
"Pdss2",-0.0375778821532076,0.724,"10","prenyl (solanesyl) diphosphate synthase, subunit 2"
"Nsmaf",-0.037577678885798,0.8268,"4","neutral sphingomyelinase (N-SMase) activation associated factor"
"Map2k7",-0.0375704139587123,0.6568,"8","mitogen-activated protein kinase kinase 7"
"Traf2",0.0375390354643423,0.7452,"2","TNF receptor-associated factor 2"
"Aacs",-0.0374877580407018,0.7524,"5","acetoacetyl-CoA synthetase"
"Prmt2",-0.0374814156882124,0.5828,"10","protein arginine N-methyltransferase 2"
"Oscp1",0.037466271976359,0.5496,"4","organic solute carrier partner 1"
"Wars2",-0.0374337982221049,0.9092,"3","tryptophanyl tRNA synthetase 2 (mitochondrial)"
"Acer3",0.0374192073132718,0.732,"7","alkaline ceramidase 3"
"Axin1",-0.0374134060338172,0.6832,"17","axin 1"
"Atxn2l",-0.0373963740997327,0.8956,"7","ataxin 2-like"
"Gorasp2",0.037390353285816,0.6296,"2","golgi reassembly stacking protein 2"
"Brdt",-0.037389260613347,0.6816,"5","bromodomain, testis-specific"
"Clec16a",0.0373691217397605,0.7488,"16","C-type lectin domain family 16, member A"
"Nipal4",0.0373561120178101,0.8864,"11","NIPA-like domain containing 4"
"Col6a2",-0.0373170450519056,0.9004,"10","collagen, type VI, alpha 2"
"Eif3c",-0.0373110019110117,0.4268,"7","eukaryotic translation initiation factor 3, subunit C"
"Cfap43",-0.0373059535652827,0.8484,"19","cilia and flagella associated protein 43"
"Spcs2",0.037289955074419,0.8732,"7","signal peptidase complex subunit 2 homolog (S. cerevisiae)"
"Mob4",-0.037268182476808,0.712,"1","MOB family member 4, phocein"
"Actr6",0.0372235893998076,0.8508,"10","ARP6 actin-related protein 6"
"Elavl3",-0.0372138600600174,0.9044,"9","ELAV like RNA binding protein 3"
"Bcr",-0.037198017243731,0.8148,"10","BCR activator of RhoGEF and GTPase"
"Dcaf6",0.0371758153507162,0.6912,"1","DDB1 and CUL4 associated factor 6"
"Engase",-0.0371596443848339,0.8664,"11","endo-beta-N-acetylglucosaminidase"
"Coa5",0.0371594344169326,0.8664,"1","cytochrome C oxidase assembly factor 5"
"Trem2",-0.0371548957909529,0.98,"17","triggering receptor expressed on myeloid cells 2"
"Rbmxl1",0.037144593897394,0.6856,"8","RNA binding motif protein, X-linked like-1"
"Nfxl1",0.037124202450475,0.8076,"5","nuclear transcription factor, X-box binding-like 1"
"Myc",-0.0371232430172324,0.838,"15","myelocytomatosis oncogene"
"Sesn1",-0.0371196663453084,0.4064,"10","sestrin 1"
"Psmd13",-0.0371071198775574,0.6892,"7","proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
"Crebzf",0.0371025977833321,0.7652,"7","CREB/ATF bZIP transcription factor"
"Msantd3",0.0371014802354543,0.7636,"4","Myb/SANT-like DNA-binding domain containing 3"
"Utp11",-0.0370856889358091,0.7636,"4","UTP11 small subunit processome component"
"Rbm11",-0.0370484578408372,0.796,"16","RNA binding motif protein 11"
"Urod",-0.0370265099897242,0.858,"4","uroporphyrinogen decarboxylase"
"Pias3",0.0369906081222346,0.848,"3","protein inhibitor of activated STAT 3"
"Bicd2",0.0369578235105683,0.7444,"13","BICD cargo adaptor 2"
"Tmem229a",-0.0369388224939087,0.8864,"6","transmembrane protein 229A"
"Ciz1",-0.0369301097428254,0.8036,"2","CDKN1A interacting zinc finger protein 1"
"Bcs1l",-0.036906422814182,0.7528,"1","BCS1-like (yeast)"
"Tasor2",0.0369053028503377,0.8716,"13","transcription activation suppressor family member 2"
"Pskh1",-0.0369040342500044,0.5732,"8","protein serine kinase H1"
"Zfp420",0.0368828334016329,0.7008,"7","zinc finger protein 420"
"Chmp7",-0.0368689894456837,0.6732,"14","charged multivesicular body protein 7"
"Mxi1",-0.0368615029363273,0.806,"19","MAX interactor 1, dimerization protein"
"Adamts20",0.0368347973669421,0.8892,"15","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20"
"Caap1",-0.0368142059054826,0.6924,"4","caspase activity and apoptosis inhibitor 1"
"Gsto1",0.0367839729323096,0.7916,"19","glutathione S-transferase omega 1"
"Siah2",-0.0367743576860526,0.8068,"3","siah E3 ubiquitin protein ligase 2"
"Vwa8",-0.0367597287021919,0.5984,"14","von Willebrand factor A domain containing 8"
"Ahcy",0.0367511582484927,0.7948,"2","S-adenosylhomocysteine hydrolase"
"Sox10",0.0367456671776987,0.8656,"15","SRY (sex determining region Y)-box 10"
"Nup107",0.036744334529899,0.7384,"10","nucleoporin 107"
"Foxp4",-0.0367436695906695,0.7944,"17","forkhead box P4"
"Pigv",-0.0367375874515883,0.7724,"4","phosphatidylinositol glycan anchor biosynthesis, class V"
"Serf1",-0.0367139185439016,0.8664,"13","small EDRK-rich factor 1"
"Scaf8",0.0367075639275187,0.6948,"17","SR-related CTD-associated factor 8"
"Smpd1",-0.0366998334560726,0.7504,"7","sphingomyelin phosphodiesterase 1, acid lysosomal"
"Dnah10",-0.0366885877719081,0.9088,"5","dynein, axonemal, heavy chain 10"
"Csad",-0.0366617722711027,0.7312,"15","cysteine sulfinic acid decarboxylase"
"Khsrp",0.0366467701590718,0.752,"17","KH-type splicing regulatory protein"
"Dand5",0.0366210873798063,0.8556,"8","DAN domain family member 5, BMP antagonist"
"Smyd3",0.0366177931414908,0.4416,"1","SET and MYND domain containing 3"
"Shisa5",-0.0365945501138478,0.7572,"9","shisa family member 5"
"Isoc1",0.0365806287840789,0.8352,"18","isochorismatase domain containing 1"
"Mfsd11",-0.0365624492990966,0.7404,"11","major facilitator superfamily domain containing 11"
"Zfp658",0.0365618192444281,0.7596,"7","zinc finger protein 658"
"Mbnl1",0.0365393275501589,0.8496,"3","muscleblind like splicing factor 1"
"Fam110a",0.0365330745014241,0.7748,"2","family with sequence similarity 110, member A"
"Gpm6b",0.0365285970507419,0.7996,"X","glycoprotein m6b"
"Erg",0.0365213044990838,0.9172,"16","ETS transcription factor"
"Sar1b",-0.0364909842393519,0.7492,"11","secretion associated Ras related GTPase 1B"
"Mpv17l2",-0.0364841570491699,0.8948,"8","MPV17 mitochondrial membrane protein-like 2"
"Pcnx2",0.0364249695446279,0.7832,"8","pecanex homolog 2"
"Cwc22",0.0364073703182628,0.7036,"2","CWC22 spliceosome-associated protein"
"Nr6a1",-0.0364015086429483,0.7484,"2","nuclear receptor subfamily 6, group A, member 1"
"AI597479",0.0363988936899489,0.6696,"1","expressed sequence AI597479"
"Olfml3",0.0363749684040475,0.9492,"3","olfactomedin-like 3"
"Trip10",-0.0363452936591844,0.8024,"17","thyroid hormone receptor interactor 10"
"Znrf3",0.0362749410863201,0.6976,"11","zinc and ring finger 3"
"Card19",0.0362722196653773,0.82,"13","caspase recruitment domain family, member 19"
"Zfp85",-0.0362716189966861,0.6928,"13","zinc finger protein 85"
"Mta2",-0.0362694199704885,0.7084,"19","metastasis-associated gene family, member 2"
"Ccnd2",0.0362689917413714,0.7276,"6","cyclin D2"
"Gucy2e",-0.0362688982626538,0.9532,"11","guanylate cyclase 2e"
"Gsn",-0.0362641705177493,0.8572,"2","gelsolin"
"Ddah1",-0.0362557274364281,0.854,"3","dimethylarginine dimethylaminohydrolase 1"
"Oard1",-0.0362545755399934,0.8556,"17","O-acyl-ADP-ribose deacylase 1"
"Nrbp1",-0.0362460224232874,0.6696,"5","nuclear receptor binding protein 1"
"Ubap2",-0.0362402364261216,0.6896,"4","ubiquitin-associated protein 2"
"Praf2",0.0362391153156958,0.7992,"X","PRA1 domain family 2"
"Ncoa3",-0.0362037095684968,0.87,"2","nuclear receptor coactivator 3"
"Ubl4a",-0.0361993547907256,0.8612,"X","ubiquitin-like 4A"
"Ubl4a",-0.0361993547907256,0.8612,"X","ubiquitin-like 4A"
"Tmem251",0.0361283138663544,0.4848,"12","transmembrane protein 251"
"S1pr1",-0.0360670599320327,0.8604,"3","sphingosine-1-phosphate receptor 1"
"Anxa5",-0.0360471867879983,0.8684,"3","annexin A5"
"Mb21d2",-0.0360416532855439,0.7784,"16","Mab-21 domain containing 2"
"Isy1",0.035999007206529,0.5996,"6","ISY1 splicing factor homolog"
"Cyth2",-0.0359969801969893,0.7624,"7","cytohesin 2"
"Tmcc2",-0.0359603804912787,0.89,"1","transmembrane and coiled-coil domains 2"
"Wnt2",-0.0359410416059864,0.9328,"6","wingless-type MMTV integration site family, member 2"
"Ypel5",-0.0359193432742062,0.7804,"17","yippee like 5"
"Hsf4",-0.0359164798380047,0.8216,"8","heat shock transcription factor 4"
"Trim27",0.0358922031947158,0.6544,"13","tripartite motif-containing 27"
"Ctc1",-0.0358865722310844,0.6724,"11","CTS telomere maintenance complex component 1"
"Mynn",0.0358841364252056,0.7856,"3","myoneurin"
"Evi5l",0.0358607429620506,0.4624,"8","ecotropic viral integration site 5 like"
"Lmo4",-0.035809391234511,0.8276,"3","LIM domain only 4"
"Diras1",0.0357957500399948,0.7792,"10","DIRAS family, GTP-binding RAS-like 1"
"Sf3a2",0.0357708700938009,0.8832,"10","splicing factor 3a, subunit 2"
"Mttp",0.0357585014688713,0.654,"3","microsomal triglyceride transfer protein"
"Antxr1",-0.0357520438728263,0.8476,"6","anthrax toxin receptor 1"
"Pttg1ip",-0.0357265167711267,0.61,"10","pituitary tumor-transforming 1 interacting protein"
"Ica1",-0.0357262188412211,0.7336,"6","islet cell autoantigen 1"
"Fam210b",-0.0357261068065284,0.656,"2","family with sequence similarity 210, member B"
"Rnf41",-0.035722745339811,0.5068,"10","ring finger protein 41"
"Idh3g",-0.0357196840976117,0.7376,"X","isocitrate dehydrogenase 3 (NAD+), gamma"
"Olig1",-0.0357135139786253,0.8708,"16","oligodendrocyte transcription factor 1"
"C030018K13Rik",-0.0357097433823683,0.842,"5","RIKEN cDNA C030018K13 gene"
"Zfp524",0.0356712995549504,0.8416,"7","zinc finger protein 524"
"Pnma3",0.0356687327153713,0.8328,"X","paraneoplastic antigen MA3"
"Ddx56",-0.035668389959266,0.6684,"11","DEAD box helicase 56"
"Dnal1",0.0356588752724152,0.5856,"12","dynein, axonemal, light chain 1"
"Nsa2",-0.0356521681799826,0.7748,"13","NSA2 ribosome biogenesis homolog"
"Arhgap45",-0.0356490088849299,0.8868,"10","Rho GTPase activating protein 45"
"Mypop",-0.0356326308239394,0.8404,"7","Myb-related transcription factor, partner of profilin"
"Rnf169",0.0356218794814191,0.846,"7","ring finger protein 169"
"Txn2",-0.0356146599246552,0.8844,"15","thioredoxin 2"
"Csf1",0.0356115323918456,0.7104,"3","colony stimulating factor 1 (macrophage)"
"Ube2h",-0.0356110128139893,0.6648,"6","ubiquitin-conjugating enzyme E2H"
"Ncam1",-0.0355930988999802,0.8352,"9","neural cell adhesion molecule 1"
"Cyth3",0.0355771341117297,0.5004,"5","cytohesin 3"
"Tpcn1",0.0355600854714435,0.702,"5","two pore channel 1"
"Kirrel2",0.0355530530594392,0.5664,"7","kirre like nephrin family adhesion molecule 2"
"Acat1",-0.0355369698586454,0.7128,"9","acetyl-Coenzyme A acetyltransferase 1"
"Clec11a",0.0355257752586544,0.834,"7","C-type lectin domain family 11, member a"
"Zfp764",0.0354841853700858,0.85,"7","zinc finger protein 764"
"Irf2bp1",0.0354614429525233,0.844,"7","interferon regulatory factor 2 binding protein 1"
"Zzz3",0.0354177034542325,0.688,"3","zinc finger, ZZ domain containing 3"
"Pdia4",0.0353823595316163,0.8716,"6","protein disulfide isomerase associated 4"
"Smim10l2a",0.0353798017908171,0.746,"X","small integral membrane protein 10 like 2A"
"Ptp4a1",-0.0353745578476587,0.9124,"1","protein tyrosine phosphatase 4a1"
